,urgent,buy,change,sell,price,gift,search,repair,parts,synt_brand,description,city,published,expire,date_scrapped,seen,user_anon
1,0,0,0,1,350,0,0,0,0,dreadbox,dreadbox nyx v1 ,Valencia,08/05/2022,30/09/2022,1/9/2022,732,1073
2,0,0,0,1,350,0,0,0,0,modal electronics ,cobalt 5s ,Castellón,25/07/2022,23/09/2022,1/9/2022,342,1845
3,0,0,0,1,900,0,0,0,0,moog,moog little phatty stage 2 ,Baleares,10/07/2021,28/09/2022,1/9/2022,578,635
4,0,0,0,1,1100,0,0,0,0,kawai,kawai mp 11 ,Sevilla,22 horas,30/10/2022,1/9/2022,82,1879
5,0,0,0,1,480,0,0,0,0,mpc,mpc live ssd 250 envío incluido ,Albacete,6 días,25/10/2022,1/9/2022,218,438
6,0,0,0,1,105,0,0,0,0,synthrotek,synthrotek fold ,Girona,03/01/2022,20/09/2022,1/9/2022,504,637
7,0,0,0,1,1300,0,0,0,0,roland,roland fantom g6 ,Cuenca,04/07/2022,18/09/2022,1/9/2022,574,389
8,0,0,1,0,0,0,0,0,0,kurzweil,kurzweil k2500x ,Madrid,2 semanas,17/10/2022,1/9/2022,310,632
9,0,0,0,1,80,0,0,0,0,midi,alesis qx49 - controlador midi ,Córdoba,19/07/2022,17/09/2022,1/9/2022,214,613
10,0,0,0,1,2600,0,0,0,0,yamaha,yamaha genos con maleta ,Girona,45 minutos,31/10/2022,1/9/2022,20,320
11,0,0,0,1,500,0,0,0,0,roland,roland mc-909 sampling groovebox ,Barcelona,22/06/2021,22/09/2022,1/9/2022,2475,1301
12,0,0,0,1,23,0,0,0,0,korg,korg t3 deslizador volumen ,Barcelona,4 días,27/10/2022,1/9/2022,60,1198
13,0,0,0,1,320,0,0,0,0,instruments,kordbot isla instruments ,Barcelona,25/02/2022,27/09/2022,1/9/2022,948,281
14,0,1,0,0,0,0,0,0,0,roland,roland sound library pcm1-06 baroque ,Gipuzkoa,01/04/2021,29/09/2022,1/9/2022,600,1293
15,0,0,0,1,600,0,0,0,0,roland,roland d-50 ,Barcelona,30/12/2021,10/10/2022,1/9/2022,1239,884
16,0,0,0,1,260,0,0,0,0,m-audio,controlador midi usb m-audio oxygen 88 teclas ,A Coruña,22/07/2022,20/09/2022,1/9/2022,300,940
17,0,0,0,1,4500,0,0,0,0,-,"varios sintetizadores, cajas ritmo, efectos ",A Coruña,22/07/2022,20/09/2022,1/9/2022,816,1091
18,0,0,0,1,500,0,0,0,0,yamaha,yamaha su 700 ,Araba,5 días,27/10/2022,1/9/2022,172,743
19,0,0,0,1,200,0,0,0,0,jomox,jomox t-resonator mkii ,Cádiz,09/07/2022,09/09/2022,1/9/2022,596,719
20,0,0,0,1,1000,0,0,0,0,pearl,piano pearl river pd180d ,Girona,20/09/2020,08/10/2022,1/9/2022,792,637
21,0,0,1,0,410,0,0,0,0,poly,poly beebo no ,Las Palmas,08/06/2022,20/09/2022,1/9/2022,337,1101
22,0,0,0,1,975,0,0,0,0,nord lead ,4 ,Barcelona,10/04/2022,07/10/2022,1/9/2022,1155,850
23,0,0,0,1,380,0,0,0,0,4ms,4ms quad pingable lfo+quad clock distributor ,Barcelona,09/10/2021,27/09/2022,1/9/2022,1076,1031
24,0,0,0,1,1111,0,0,0,0,eurorack,módulos eurorack ,Pontevedra,1 semana,30/09/2022,1/9/2022,356,964
25,0,0,0,1,150,0,0,0,0,shakmat modular ,clock o'pawn nuevo ,Barcelona,21/07/2022,28/09/2022,1/9/2022,265,924
26,1,0,0,1,729,0,0,0,0,moog,moog sub phatty ,Girona,09/03/2022,02/09/2022,1/9/2022,1004,637
27,0,0,0,1,600,0,0,0,0,behringer,set de tres sintes analógicos enracados behringer ,Guadalajara,11/06/2022,11/09/2022,1/9/2022,1746,482
28,0,0,0,1,2000,0,0,0,0,modular,sintetizador modular ,Madrid,3 semanas,30/09/2022,1/9/2022,520,432
29,0,0,0,1,55,0,0,0,0,roland,dos tarjetas para roland r8 memory card m-256e y contemporary percusion ,Madrid,30/03/2022,26/09/2022,1/9/2022,527,752
30,0,0,0,1,175,0,0,0,0,-,makenoise st0 ,Madrid,3 días,28/10/2022,1/9/2022,110,843
31,0,0,0,1,525,0,0,0,0,korg,korg modwave + librerias envío incluido ,Cádiz,17/05/2022,01/10/2022,1/9/2022,919,539
32,0,0,0,1,45,0,0,0,0,mpc,stand akai mpc live 1 fuera stock env incl ,Cádiz,09/03/2022,28/09/2022,1/9/2022,631,481
33,0,0,0,1,370,0,0,0,0,roland,roland mv30 ,Sevilla,05/06/2022,10/09/2022,1/9/2022,756,914
34,0,0,0,1,140,0,0,0,0,roland,groovebox roland d2 ,Madrid,23/03/2022,26/09/2022,1/9/2022,852,1293
35,0,0,0,1,430,0,0,0,0,oto,oto machines oto bam ,Barcelona,3 semanas,13/10/2022,1/9/2022,282,228
36,0,0,1,1,0,0,0,0,0,-,modal argon 8 por ,Madrid,5 días,26/10/2022,1/9/2022,196,969
37,0,0,1,0,0,0,0,0,0,ketron,ketron sd 1000 ,Alicante,4 semanas,05/10/2022,1/9/2022,204,976
38,0,0,0,1,460,0,0,0,0,alesis,alesis micron ,Barcelona,6 días,25/10/2022,1/9/2022,158,1278
39,0,0,0,1,50,0,0,0,0,eurorack,modulos eurorack ultimos-rebajados ,Araba,17/04/2020,30/09/2022,1/9/2022,14602,709
40,0,0,0,1,525,0,0,0,0,korg,korg krome 61 ,Cuenca,07/02/2022,24/09/2022,1/9/2022,1376,875
41,0,0,0,1,300,0,0,0,0,akai,akai mpk88 ,Ourense,15/06/2022,09/09/2022,1/9/2022,441,763
42,0,0,0,1,900,0,0,0,0,korg,korg triton extreme 88 ,Córdoba,19/07/2022,17/09/2022,1/9/2022,450,613
43,0,0,0,1,120,0,0,0,0,behringer,behringer bcr2000 ,Madrid,3 semanas,13/10/2022,1/9/2022,228,632
44,0,0,0,1,175,0,0,0,0,befaco,befaco kickall ,Girona,05/05/2022,04/09/2022,1/9/2022,274,637
45,0,0,0,1,500,0,0,0,0,korg,sintetizador korg wavestation ex ,Madrid,23 horas,30/10/2022,1/9/2022,88,303
46,0,1,0,0,0,0,0,0,0,nord stage ,3 o electro 6d 73 ,Murcia,14/06/2022,28/09/2022,1/9/2022,382,520
47,0,0,0,1,25,0,0,0,0,roland,tarjetas roland sn-u110 02 y 12 ,Girona,02/01/2022,16/09/2022,1/9/2022,563,521
48,0,0,0,1,30,0,0,0,0,korg,delay korg monotron ,Gipuzkoa,2 semanas,19/10/2022,1/9/2022,166,1388
49,0,0,0,1,115,0,0,0,0,eurorack,transient 8s secuenciador eurorack de 8 pasos ,Girona,30/10/2020,08/10/2022,1/9/2022,538,637
50,0,0,0,1,260,0,0,0,0,eurorack,tukra tesseract modular generador de baterias y secuenciador midi eurorack ,Barcelona,2 semanas,17/10/2022,1/9/2022,260,1576
51,0,0,0,1,800,0,0,0,0,teenage engineering ,op-1 + funda oficial ,Madrid,19/05/2022,07/09/2022,1/9/2022,674,994
52,0,0,0,1,250,0,0,0,0,korg,korg ns5r modulo de sonido del korg n264 ,Alicante,07/01/2022,23/09/2022,1/9/2022,868,1153
53,0,0,0,1,3349,0,0,0,0,-,sequential prophet 5 rev4 ,Bizkaia,17/02/2021,26/09/2022,1/9/2022,7952,533
54,0,0,0,1,1000,0,0,0,0,hammond,hammond xk-3 ,A Coruña,17/02/2021,26/09/2022,1/9/2022,232,918
55,0,0,0,1,800,0,0,0,0,yamaha,yamaha modx6 ,Granada,2 semanas,18/10/2022,1/9/2022,246,1047
56,0,0,0,1,450,0,0,0,0,-,studiologic sl88 grand ,Madrid,2 semanas,22/10/2022,1/9/2022,284,1352
57,0,0,0,1,450,0,0,0,0,korg,korg wavestate ,Madrid,25/07/2022,28/09/2022,1/9/2022,632,526
58,0,0,0,1,60,0,0,0,0,roland,roland memory card 256 ,Granada,19/06/2022,27/09/2022,1/9/2022,416,1203
59,0,0,0,1,1200,0,0,0,0,jomox,jomox xbase 999 ,Barcelona,1 día,30/10/2022,1/9/2022,50,537
60,0,0,0,1,49,0,0,0,0,swissonic,swissonic easykey 25 ,Girona,02/06/2022,04/10/2022,1/9/2022,282,637
61,0,0,0,1,250,0,0,0,0,m-audio,teclado midi m-audio axiom pro 49 ,Bizkaia,10/09/2017,13/10/2022,1/9/2022,757,1176
62,0,0,0,1,259,0,0,0,0,arturia,arturia drumbrute ,Girona,07/04/2022,10/09/2022,1/9/2022,576,637
63,0,0,0,1,55,0,0,0,0,eurorack,intellijel buff multiple · eurorack ,Valladolid,14/07/2022,12/09/2022,1/9/2022,310,488
64,0,0,0,1,550,0,0,0,0,roland,roland fantom s 61 ,Alicante,11/07/2022,09/09/2022,1/9/2022,468,995
65,0,0,0,1,250,0,0,0,0,eurorack,eurorack bubble sound dualsem20 ,Madrid,1 semana,28/09/2022,1/9/2022,112,869
66,0,0,0,1,219,0,0,0,0,doepfer,doepfer a-100lc3v low cost case vintage edition ,Bizkaia,25/05/2022,28/09/2022,1/9/2022,571,533
67,0,0,0,1,460,0,0,0,0,eurorack,eurorack loquelic iteritas percido ,Madrid,1 semana,28/09/2022,1/9/2022,122,869
68,0,0,0,1,250,0,0,0,0,korg,korg sp250 nuevo sin uso con atril y banqueta ,Zaragoza,07/07/2022,05/09/2022,1/9/2022,483,762
69,0,0,0,1,2050,0,0,0,0,korg,korg kronos 2 ,Madrid,25/07/2022,28/09/2022,1/9/2022,791,526
70,0,0,0,1,59,0,0,0,0,yamaha,yamaha vrc 101 keyboard plucked & tuned percussion group ,Girona,28/06/2021,26/09/2022,1/9/2022,278,637
71,0,0,0,1,0,0,0,0,0,-,"varios módulos make noise, mutable, cwejman en estado impecable ",Barcelona,07/07/2022,05/09/2022,1/9/2022,682,1055
72,0,0,1,0,0,0,0,0,0,roland,roland s-220 sampler ,Tarragona,05/07/2022,28/09/2022,1/9/2022,461,1816
73,0,0,0,1,499,0,0,0,0,-,modal argon8 ,Bizkaia,29/03/2021,01/10/2022,1/9/2022,4230,533
74,0,0,0,1,249,0,0,0,0,zoom,zoom arq anillo sintetizador nuevo ,Girona,10/06/2022,04/09/2022,1/9/2022,481,637
75,0,0,0,1,680,0,0,0,0,-,soma lyra 8 ,Asturias,11/07/2022,09/09/2022,1/9/2022,578,519
76,0,0,0,1,50,0,0,0,0,doepfer,doepfer a 106 5 sem filter ,Pontevedra,4 días,27/10/2022,1/9/2022,80,964
77,0,0,0,1,2800,0,0,0,0,-,prophet sequential x ,Madrid,3 semanas,08/10/2022,1/9/2022,228,476
78,0,0,0,1,350,0,0,0,0,-,microkorg s ,Córdoba,2 semanas,17/10/2022,1/9/2022,248,1077
79,0,0,0,1,580,0,0,0,0,-,tarjeta exb-moss ,Madrid,2 semanas,19/10/2022,1/9/2022,194,612
80,0,0,0,1,45,0,0,0,0,korg,korg ds-1h pedal sustain made in japan ,Barcelona,2 días,29/10/2022,1/9/2022,62,1079
81,0,0,0,1,65,0,0,0,0,behringer,behringer 305 output module ,Pontevedra,5 días,30/09/2022,1/9/2022,104,964
82,0,0,0,1,130,0,0,0,0,instruments,mutable instruments braids clone ,La Rioja,04/07/2022,01/10/2022,1/9/2022,276,697
83,0,0,0,1,930,0,0,0,0,nord lead ,3 ,Barcelona,12/02/2022,20/09/2022,1/9/2022,482,489
84,0,0,0,1,160,0,0,0,0,moog,moog werkstatt 01 + cv expander ,Barcelona,20/06/2022,29/09/2022,1/9/2022,505,1065
85,0,0,0,1,1350,0,0,0,0,kawai,sintetizador kawai sx-210 ,Huelva,14/02/2022,20/09/2022,1/9/2022,1398,703
86,0,0,0,1,430,0,0,0,0,moog,moog mother 32 ,Sevilla,3 semanas,28/09/2022,1/9/2022,346,512
87,0,0,0,1,90,0,0,0,0,expert,expert sleepers disting mk1 ,Pontevedra,1 día,30/10/2022,1/9/2022,30,964
88,0,0,0,1,1070,0,0,0,0,-,asm hydrasynth ,Valencia,03/09/2021,19/09/2022,1/9/2022,3242,435
89,0,0,0,1,930,0,0,0,0,novation,novation peak ,Valencia,2 semanas,28/09/2022,1/9/2022,234,498
90,0,0,0,1,210,0,0,0,0,electribe,korg electribe s mk2 ,Valencia,19/06/2019,28/09/2022,1/9/2022,1903,657
91,0,0,0,1,125,0,0,0,0,-,maleta sintetizador 61 aluminio ,Murcia,28/05/2022,25/09/2022,1/9/2022,407,433
92,0,0,0,1,70,0,0,0,0,yamaha,flightcase yamaha p 80 ,Madrid,11/04/2022,01/10/2022,1/9/2022,489,1419
93,0,0,0,1,119,0,0,0,0,yamaha,yamaha rev 500 ,Girona,23/12/2021,23/09/2022,1/9/2022,840,637
94,0,0,1,0,0,0,0,0,0,quiklok,soporte quiklok en perfecto estado ,Tarragona,21/07/2022,28/09/2022,1/9/2022,442,1816
95,0,0,0,1,395,0,0,0,0,synthesis,modulo eurorack synthesis technology e560 deflector shield ,Madrid,12/09/2020,27/10/2022,1/9/2022,575,560
96,0,1,0,0,0,0,0,0,0,-,monsoon o similar ,Pontevedra,1 día,30/10/2022,1/9/2022,52,964
97,0,0,0,1,100,0,0,0,0,eurorack,toms 000 eurorack ,Madrid,22/07/2022,01/10/2022,1/9/2022,334,1419
98,0,0,0,1,310,0,0,0,0,fairfield,fairfield circuitry meet maude analog delay ,Madrid,19/06/2022,29/09/2022,1/9/2022,450,834
99,0,0,0,1,379,0,0,0,0,roland,roland mc 101 ,Girona,09/06/2021,23/09/2022,1/9/2022,414,637
100,0,0,0,1,495,0,0,0,0,roland,roland xv 5080 actualizado ,Málaga,05/02/2022,04/10/2022,1/9/2022,1701,1286
101,0,0,0,1,600,0,0,0,0,nord lead ,clavia 1 rack - 12 voces ,Málaga,24/07/2022,22/09/2022,1/9/2022,745,1167
102,0,0,0,1,750,0,0,0,0,moog,sintetizador moog subsequent 25 impoluto ,Valencia,4 semanas,05/10/2022,1/9/2022,404,2271
103,0,1,0,0,0,0,0,0,0,yamaha,yamaha psr-5700 ,Barcelona,3 días,28/10/2022,1/9/2022,84,870
104,0,0,0,1,1175,0,0,0,0,roland,sintetizador roland spv-355 ,Huelva,2 semanas,19/10/2022,1/9/2022,232,703
105,0,0,0,1,5200,0,0,0,0,system,verbos electronics - producer configuration system ,Granada,2 días,29/10/2022,1/9/2022,158,1119
106,1,0,0,1,430,0,0,0,0,finegear,multi-efectos the dust collector de finegear ,Madrid,21/05/2022,17/10/2022,1/9/2022,616,398
107,0,0,0,1,260,0,0,0,0,-,o cambió rd 8 mki berhinger ,Alicante,11/07/2022,09/09/2022,1/9/2022,450,868
108,0,0,0,1,180,0,0,0,0,akai,akai eb-16 eb16 fx card 2000 3000 y xl ,Madrid,29/05/2022,30/09/2022,1/9/2022,281,1151
109,0,0,0,1,385,0,0,0,0,roland,roland mv30 ,Barcelona,31/05/2022,13/09/2022,1/9/2022,554,725
110,0,0,0,1,350,0,0,0,0,roland,roland rd300sx ,Madrid,4 semanas,23/09/2022,1/9/2022,410,839
111,0,0,0,1,80,0,0,0,0,midi,native instruments maschine mark 1 controlador usb midi sin licencia ,Valencia,11/04/2021,26/09/2022,1/9/2022,1099,144
112,0,0,0,1,12500,0,0,0,0,arp,arp 2600 + 3620 keyboard ,Girona,05/02/2021,30/10/2022,1/9/2022,1298,637
113,0,1,0,0,0,0,0,0,0,eurorack,varios módulos eurorack ,Barcelona,12/06/2022,29/09/2022,1/9/2022,756,602
114,0,0,0,1,550,0,0,0,0,yamaha,yamaha sy77 ,Girona,16/03/2022,04/10/2022,1/9/2022,760,637
115,0,0,1,0,0,0,0,0,0,-,tripode pro por sintetizador ,Madrid,01/08/2022,14/09/2022,1/9/2022,326,1451
116,0,0,0,1,40,0,0,0,0,behringer,módulo eurorack behringer 911 envelope generator ,Madrid,4 semanas,22/09/2022,1/9/2022,136,1273
117,0,0,0,1,999,0,0,0,0,synthesis,synthesis technology e370 quad morphing vco black ,Girona,04/05/2022,30/09/2022,1/9/2022,457,637
118,0,0,0,1,339,0,0,0,0,make noise ,phonogene ,Girona,28/07/2021,08/10/2022,1/9/2022,995,637
119,0,0,0,1,370,0,0,0,0,audio,eurorack tip top audio ,Madrid,6 días,25/10/2022,1/9/2022,138,726
120,0,0,0,1,1300,0,0,0,0,nord electro ,hp 5 ,Barcelona,16/04/2022,30/10/2022,1/9/2022,1917,767
121,0,0,0,1,1829,0,0,0,0,arp,arp 2600m nuevo tambien cambios ,Girona,20/04/2022,09/09/2022,1/9/2022,757,637
122,0,0,0,1,500,0,0,0,0,deepmind 12 ,behringer ,Madrid,2 semanas,18/10/2022,1/9/2022,304,474
123,0,0,0,1,75,0,0,0,0,iomega,zip iomega 100 scsi ,Barcelona,03/08/2022,28/09/2022,1/9/2022,294,1188
124,0,0,0,1,24,0,0,0,0,korg,korg t3 - tarjeta memoria ,Barcelona,4 días,27/10/2022,1/9/2022,82,1198
125,0,0,0,1,19,0,0,0,0,nord lead ,sonidos custom para a1 ,Cuenca,11/04/2018,02/09/2022,1/9/2022,3351,1049
126,0,0,0,1,400,0,0,0,0,yamaha,yamaha sy77 + flightcase ,Baleares,4 días,27/10/2022,1/9/2022,158,431
127,0,0,0,1,1800,0,0,0,0,hammond,hammond e-262 de 1968 ,Zaragoza,16/06/2020,01/10/2022,1/9/2022,3311,859
128,0,0,0,1,100,0,0,0,0,behringer,behringer 1050 mix sequencer ,Madrid,3 semanas,28/09/2022,1/9/2022,320,1106
129,0,0,0,1,50,0,0,0,0,eurorack,chipz modulo eurorack ,Madrid,14/04/2022,15/09/2022,1/9/2022,1862,986
130,0,0,0,1,459,0,0,0,0,-,intellijel metropolis ,Girona,18/03/2022,20/09/2022,1/9/2022,350,637
131,0,0,0,1,600,0,0,0,0,roland,roland juno ds 88 ,Navarra,29/07/2022,27/09/2022,1/9/2022,533,708
132,0,0,0,1,59,0,0,0,0,yamaha,yamaha master group ,Girona,28/06/2021,23/09/2022,1/9/2022,576,637
133,0,0,0,1,1390,0,0,0,0,hammond,hammond m100 año 1962 ,Zaragoza,01/06/2022,01/10/2022,1/9/2022,727,859
134,0,0,0,1,1000,0,0,0,0,yamaha,yamaha cp40 con funda y pedal original impecable! ,Madrid,11/10/2020,27/09/2022,1/9/2022,3632,871
135,0,0,0,1,600,0,0,0,0,roland,oportunidad! teclado roland exr-7 interactive arranger muy poco uso ,Barcelona,08/11/2021,19/10/2022,1/9/2022,551,498
136,0,0,0,1,80,0,0,0,0,e-mu,e-mu proformance 1 módulo de sonidos de piano ,A Coruña,11/05/2022,30/09/2022,1/9/2022,469,1091
137,0,0,0,1,50,0,0,0,0,arturia,arturia minilab mk2 ,Baleares,2 semanas,20/10/2022,1/9/2022,88,631
138,0,0,0,1,255,0,0,0,0,roland,roland tb 3 ,Girona,16/02/2022,08/10/2022,1/9/2022,454,637
139,0,0,0,1,600,0,0,0,0,yamaha,teclado yamaha motif es8 - 88 teclas contrapesadas ,Ourense,2 semanas,15/10/2022,1/9/2022,164,755
140,0,0,0,1,800,0,0,0,0,virus,access virus kc ,Valencia,2 semanas,28/09/2022,1/9/2022,336,498
141,0,0,0,1,115,0,0,0,0,shakmat modular ,time wizard ,Madrid,07/06/2022,29/09/2022,1/9/2022,325,1054
142,0,0,0,1,100,0,0,0,0,studio,studio electronics atc-1 2600 filter cartridge ,Barcelona,21/09/2021,30/09/2022,1/9/2022,700,602
143,0,0,0,1,245,0,0,0,0,instruments,mutable instruments clouds completo ,Barcelona,31/05/2022,30/10/2022,1/9/2022,531,783
144,0,0,0,1,550,0,0,0,0,evolver,dsi evolver ,Valencia,02/11/2021,19/10/2022,1/9/2022,1647,843
145,0,0,0,1,1850,0,0,0,0,-,leslie 122 clásico y autónomo ,Zaragoza,10/07/2021,24/09/2022,1/9/2022,1039,859
146,0,0,0,1,30,0,0,0,0,analogue systems ,rs-390 ,Barcelona,24/10/2021,20/10/2022,1/9/2022,592,1287
147,0,0,1,0,0,0,0,0,0,-,erica fusión vco ,Tarragona,12/03/2022,28/09/2022,1/9/2022,654,554
148,0,0,0,1,75,0,0,0,0,korg,korg nts -1 ,Barcelona,1 día,30/10/2022,1/9/2022,84,1080
149,0,0,0,1,359,0,0,0,0,arturia,arturia minibrute 2 ,Girona,19/07/2021,06/09/2022,1/9/2022,1596,637
150,0,0,0,1,50,0,0,0,0,eurorack,fuente alimentación eurorack + bus board ,Barcelona,03/08/2022,25/09/2022,1/9/2022,258,1188
151,0,0,0,1,325,0,0,0,0,-,wersi ex10r expander with 8-bit drums 1985 ,Madrid,20/04/2021,25/09/2022,1/9/2022,1463,729
152,0,0,0,1,225,0,0,0,0,dynacord,"electrovoice fx70 emulador leslie de rack, igual al dynacord dls223 ",Sevilla,01/05/2021,18/09/2022,1/9/2022,454,651
153,0,0,0,1,560,0,0,0,0,yamaha,yamaha p-125 b ,A Coruña,09/07/2022,06/09/2022,1/9/2022,322,951
154,0,0,1,0,199,0,0,0,0,elektron,elektron model cycles no ,Las Palmas,08/06/2022,20/09/2022,1/9/2022,746,1101
155,0,0,0,1,20,0,0,0,0,-,"orejas rack neutron, pro 1, k2 80hp fin stock env incl ",Cádiz,22/01/2021,28/09/2022,1/9/2022,1338,481
156,0,0,0,1,390,0,0,0,0,xaoc,xaoc moskwa ii+ ostankino ii ,Alicante,20/07/2022,23/09/2022,1/9/2022,377,506
157,0,0,0,1,60,0,0,0,0,doepfer,modulo eurorack doepfer a-110-1 ,Madrid,4 semanas,11/09/2022,1/9/2022,200,1273
158,0,0,0,1,95,0,0,0,0,adam,adam hall sks 22 xb ,Girona,26/04/2022,30/10/2022,1/9/2022,527,637
159,0,0,0,1,450,0,0,0,0,korg,sintetizador piano korg n1 88 teclas contrapesadas ,Girona,18/09/2021,21/09/2022,1/9/2022,2666,1126
160,0,0,1,0,0,0,0,0,0,roland,roland fa-06 ,Granada,14/11/2021,27/09/2022,1/9/2022,1678,641
161,0,0,0,1,600,0,0,0,0,yamaha,yamaha cs-5 ,Madrid,31/07/2022,28/09/2022,1/9/2022,624,886
162,0,0,0,1,1750,0,0,0,0,nord wave ,teclado 2 ,Barcelona,17/07/2022,29/09/2022,1/9/2022,780,1287
163,0,0,0,1,390,0,0,0,0,kurzweil,kurzweil k2000r ,Alicante,23/04/2022,26/10/2022,1/9/2022,679,821
164,0,0,0,1,260,0,0,0,0,korg,korg kaossilator pro + ,León,11/07/2022,09/09/2022,1/9/2022,195,1031
165,0,0,0,1,239,0,0,0,0,novation,novation launchpad mkiii + deksaver ,Girona,12/04/2021,15/09/2022,1/9/2022,1056,637
166,0,1,0,0,0,0,0,0,0,behringer,behringer di20 en madrid capital ,Madrid,4 días,01/10/2022,1/9/2022,64,778
167,0,0,0,1,120,0,0,0,0,soundforce,dual filter - soundforce ,Málaga,2 días,29/10/2022,1/9/2022,80,560
168,0,0,0,1,575,0,0,0,0,roland,roland d 550 ,Girona,09/11/2021,30/10/2022,1/9/2022,1029,637
169,0,0,0,1,190,0,0,0,0,-,nord drum synth ,Madrid,2 semanas,26/09/2022,1/9/2022,426,1151
170,0,0,0,1,400,0,0,0,0,erica synths ,bassline db-01 ,Sevilla,28/07/2022,26/09/2022,1/9/2022,364,741
171,0,0,1,0,0,0,0,0,0,roland,roland vs 24000 cd + monitor ,Tarragona,29/07/2022,28/09/2022,1/9/2022,388,1816
172,0,0,0,1,50,0,0,0,0,eurorack,pack proyecto eurorack ,Barcelona,03/08/2022,25/09/2022,1/9/2022,410,1188
173,0,0,0,1,35,0,0,0,0,-,funda para teclado de 5 octavas ,Madrid,01/04/2021,26/09/2022,1/9/2022,998,845
174,0,0,0,1,79,0,0,0,0,audio,grey audio 3340 ,Girona,08/10/2021,08/10/2022,1/9/2022,471,637
175,1,0,0,1,550,0,0,0,0,acidlab,acidlab drumatix 606 ,Barcelona,2 semanas,16/10/2022,1/9/2022,264,610
176,0,0,0,1,5444,0,0,0,0,oberheim,oberheim obx8 nuevo solo una unidad disponible ,Girona,10/05/2022,01/10/2022,1/9/2022,526,637
177,0,0,0,1,45,0,0,0,0,eurorack,eurorack case 70hp model d ,Madrid,12/12/2020,26/10/2022,1/9/2022,2274,834
178,0,0,0,1,400,0,0,0,0,vermona,vermona drm mkii ,Burgos,22/10/2021,24/10/2022,1/9/2022,862,167
179,0,0,0,1,139,0,0,0,0,-,endorphin milky way ,Girona,01/02/2022,30/10/2022,1/9/2022,904,637
180,0,0,0,1,150,0,0,0,0,roland,roland d110 – sintetizador digital + tarjeta pn-d10-01 ,Madrid,29/07/2022,25/09/2022,1/9/2022,380,1261
181,0,1,0,0,0,0,0,0,0,-,landscape stereo field ,Zaragoza,3 semanas,07/10/2022,1/9/2022,162,394
182,0,0,0,1,300,0,0,0,0,yamaha,yamaha tg33 tone generator vector synth ,Barcelona,21 horas,30/10/2022,1/9/2022,98,1042
183,0,1,1,0,0,0,0,0,0,instruments,modulos mutable instruments ,Valencia,3 semanas,13/10/2022,1/9/2022,188,725
184,0,0,0,1,490,0,0,0,0,-,sintetizador dsi tetra envío incluido ,Albacete,6 días,25/10/2022,1/9/2022,236,438
185,0,0,0,1,185,0,0,0,0,yamaha,yamaha rm50 rhythm sound module ,Cantabria,07/05/2022,26/09/2022,1/9/2022,650,1090
186,0,0,0,1,220,0,0,0,0,-,euclidean circles + six switches expansion ,Lugo,1 semana,22/10/2022,1/9/2022,124,843
187,0,0,0,1,949,0,0,0,0,-,asm hydrasynth ,Girona,09/06/2022,31/10/2022,1/9/2022,833,637
188,0,0,0,1,50,0,0,0,0,doepfer,modulo eurorack doepfer a-142-1 ,Madrid,4 semanas,22/09/2022,1/9/2022,1162,1273
189,0,0,0,1,225,0,0,0,0,-,tiptop z-dsp + dragonfly delay broken silicon + error codes 1 ,Baleares,13/03/2021,11/10/2022,1/9/2022,1477,708
190,0,1,0,0,0,0,0,0,0,doepfer,doepfer a-192-2 ,La Rioja,13/03/2021,24/10/2022,1/9/2022,116,697
191,0,0,0,1,790,0,0,0,0,eurorack,caja eurorack ,Girona,08/04/2022,08/09/2022,1/9/2022,676,637
192,0,0,0,1,1000,0,0,0,0,novation,novation supernova ii en teclado ,Granada,1 semana,22/10/2022,1/9/2022,255,827
193,0,1,0,0,0,0,0,0,0,doepfer,doepfer a-160-2 ,La Rioja,08/07/2022,24/09/2022,1/9/2022,188,697
194,0,0,0,1,650,0,0,0,0,nord rack ,1 ,Barcelona,10/05/2022,10/10/2022,1/9/2022,465,599
195,0,0,0,1,1450,0,0,0,0,novation,novation summit ,Baleares,17/07/2022,25/09/2022,1/9/2022,306,924
196,0,0,0,1,300,0,0,1,0,arturia,waldorf blofeld negro + arturia minibrute para ,Barcelona,21/07/2022,19/09/2022,1/9/2022,574,326
197,0,0,0,1,130,0,0,0,0,midi,akai xe8 midi drum expander ,Madrid,20/03/2021,09/09/2022,1/9/2022,2059,729
198,0,0,0,1,465,0,0,0,0,system,roland system 1m ,Girona,01/09/2021,27/09/2022,1/9/2022,625,637
199,0,0,0,1,200,0,0,0,0,acid,twisted electrons acid 8 mkii ,Madrid,21/07/2022,19/09/2022,1/9/2022,436,1170
200,0,0,0,1,399,0,0,0,0,-,pedal de efecto neo ventilator ii ,Cádiz,18/07/2022,16/09/2022,1/9/2022,193,870
201,0,0,0,1,90,0,0,0,0,doepfer,doepfer a-106-1 xtreme filter ms20 ,Barcelona,08/06/2022,27/09/2022,1/9/2022,275,1188
202,0,0,0,1,179,0,0,0,0,roland,tarjeta srx02 concert piano de roland ,Toledo,05/03/2022,13/09/2022,1/9/2022,543,812
203,0,0,0,1,3249,0,0,0,0,buchla,buchla 208c easel command ,Bizkaia,01/07/2022,01/09/2022,1/9/2022,443,533
204,0,0,0,1,250,0,0,0,0,audio,módulo de sonidos y efectos sm pro audio vmachine reproductor de pluggins vst ,Alicante,02/07/2022,12/09/2022,1/9/2022,556,632
