,urgent,buy,change,sell,price,gift,search,repair,parts,synt_brand,description,user,city,published,expire,date_scrapped,seen,user_anon
37,0,0,1,0,0,0,0,0,0,ketron,ketron sd 1000 ,joseluis11,Alicante,04/08/2022,05/10/2022,1/9/2022,202,976
38,0,0,0,1,460,0,0,0,0,alesis,alesis micron ,finaldesousa,Barcelona,26/08/2022,25/10/2022,1/9/2022,156,1278
39,0,0,0,1,50,0,0,0,0,eurorack,modulos eurorack ultimos-rebajados ,curve259,Araba,17/04/2020,30/09/2022,1/9/2022,14598,709
40,0,0,0,1,525,0,0,0,0,korg,korg krome 61 ,ELKE_FALTABA,Cuenca,07/02/2022,24/09/2022,1/9/2022,1374,875
41,0,0,0,1,300,0,0,0,0,akai,akai mpk88 ,japovaz,Ourense,15/06/2022,09/09/2022,1/9/2022,439,763
42,0,0,0,1,900,0,0,0,0,korg,korg triton extreme 88 ,SINTEXIA,Córdoba,19/07/2022,17/09/2022,1/9/2022,448,613
43,0,0,0,1,120,0,0,0,0,behringer,behringer bcr2000 ,chinog,Madrid,11/08/2022,13/10/2022,1/9/2022,226,632
44,0,0,0,1,175,0,0,0,0,befaco,befaco kickall ,moog1406,Girona,05/05/2022,04/09/2022,1/9/2022,272,637
45,0,0,0,1,500,0,0,0,0,korg,sintetizador korg wavestation ex ,AVRF,Madrid,01/09/2022,30/10/2022,1/9/2022,86,303
46,0,1,0,0,0,0,0,0,0,nord stage ,3 o electro 6d 73 ,kike22,Murcia,14/06/2022,28/09/2022,1/9/2022,380,520
47,0,0,0,1,25,0,0,0,0,roland,tarjetas roland sn-u110 02 y 12 ,Onyar,Girona,02/01/2022,16/09/2022,1/9/2022,561,521
48,0,0,0,1,30,0,0,0,0,korg,delay korg monotron ,El Corto Adiós,Gipuzkoa,18/08/2022,19/10/2022,1/9/2022,164,1388
49,0,0,0,1,115,0,0,0,0,eurorack,transient 8s secuenciador eurorack de 8 pasos ,moog1406,Girona,30/10/2020,08/10/2022,1/9/2022,536,637
50,0,0,0,1,260,0,0,0,0,eurorack,tukra tesseract modular generador de baterias y secuenciador midi eurorack ,Blasting Modular,Barcelona,18/08/2022,17/10/2022,1/9/2022,258,1576
51,0,0,0,1,800,0,0,0,0,teenage engineering ,op-1 + funda oficial ,vulgatron,Madrid,19/05/2022,07/09/2022,1/9/2022,672,994
52,0,0,0,1,250,0,0,0,0,korg,korg ns5r modulo de sonido del korg n264 ,Pablo Bauzá,Alicante,07/01/2022,23/09/2022,1/9/2022,866,1153
53,0,0,0,1,3349,0,0,0,0,-,sequential prophet 5 rev4 ,Storm,Bizkaia,17/02/2021,26/09/2022,1/9/2022,7950,533
54,0,0,0,1,1000,0,0,0,0,hammond,hammond xk-3 ,facallema,A Coruña,17/02/2021,26/09/2022,1/9/2022,228,918
55,0,0,0,1,800,0,0,0,0,yamaha,yamaha modx6 ,ARPEGGIATORNIK,Granada,18/08/2022,18/10/2022,1/9/2022,244,1047
56,0,0,0,1,450,0,0,0,0,-,studiologic sl88 grand ,Armando Ferrer,Madrid,18/08/2022,22/10/2022,1/9/2022,282,1352
57,0,0,0,1,450,0,0,0,0,korg,korg wavestate ,davne,Madrid,25/07/2022,28/09/2022,1/9/2022,630,526
58,0,0,0,1,60,0,0,0,0,roland,roland memory card 256 ,Súper-Bebé,Granada,19/06/2022,27/09/2022,1/9/2022,414,1203
59,0,0,0,1,1200,0,0,0,0,jomox,jomox xbase 999 ,evano,Barcelona,31/08/2022,30/10/2022,1/9/2022,48,537
60,0,0,0,1,49,0,0,0,0,swissonic,swissonic easykey 25 ,moog1406,Girona,02/06/2022,04/10/2022,1/9/2022,280,637
61,0,0,0,1,250,0,0,0,0,m-audio,teclado midi m-audio axiom pro 49 ,esferarocks,Bizkaia,10/09/2017,13/10/2022,1/9/2022,755,1176
62,0,0,0,1,259,0,0,0,0,arturia,arturia drumbrute ,moog1406,Girona,07/04/2022,10/09/2022,1/9/2022,574,637
63,0,0,0,1,55,0,0,0,0,eurorack,intellijel buff multiple · eurorack ,David,Valladolid,14/07/2022,12/09/2022,1/9/2022,308,488
64,0,0,0,1,550,0,0,0,0,roland,roland fantom s 61 ,mikysound,Alicante,11/07/2022,09/09/2022,1/9/2022,466,995
65,0,0,0,1,250,0,0,0,0,eurorack,eurorack bubble sound dualsem20 ,siropene,Madrid,25/08/2022,28/09/2022,1/9/2022,110,869
66,0,0,0,1,219,0,0,0,0,doepfer,doepfer a-100lc3v low cost case vintage edition ,Storm,Bizkaia,25/05/2022,28/09/2022,1/9/2022,569,533
67,0,0,0,1,460,0,0,0,0,eurorack,eurorack loquelic iteritas percido ,siropene,Madrid,25/08/2022,28/09/2022,1/9/2022,120,869
68,0,0,0,1,250,0,0,0,0,korg,korg sp250 nuevo sin uso con atril y banqueta ,Musico 28,Zaragoza,07/07/2022,05/09/2022,1/9/2022,481,762
69,0,0,0,1,2050,0,0,0,0,korg,korg kronos 2 ,davne,Madrid,25/07/2022,28/09/2022,1/9/2022,787,526
70,0,0,0,1,59,0,0,0,0,yamaha,yamaha vrc 101 keyboard plucked & tuned percussion group ,moog1406,Girona,28/06/2021,26/09/2022,1/9/2022,276,637
71,0,0,0,1,0,0,0,0,0,-,"varios módulos make noise, mutable, cwejman en estado impecable ",funfanatic,Barcelona,07/07/2022,05/09/2022,1/9/2022,680,1055
72,0,0,1,0,0,0,0,0,0,roland,roland s-220 sampler ,elprofesordedanza,Tarragona,05/07/2022,28/09/2022,1/9/2022,459,1816
73,0,0,0,1,499,0,0,0,0,-,modal argon8 ,Storm,Bizkaia,29/03/2021,01/10/2022,1/9/2022,4228,533
74,0,0,0,1,249,0,0,0,0,zoom,zoom arq anillo sintetizador nuevo ,moog1406,Girona,10/06/2022,04/09/2022,1/9/2022,479,637
75,0,0,0,1,620,0,0,0,0,-,soma lyra-8 ,roy242,Valencia,25/08/2022,23/10/2022,1/9/2022,208,498
76,0,0,0,1,50,0,0,0,0,doepfer,doepfer a 106 5 sem filter ,Øliveira,Pontevedra,28/08/2022,27/10/2022,1/9/2022,78,964
77,0,0,0,1,2800,0,0,0,0,-,prophet sequential x ,luca7,Madrid,11/08/2022,08/10/2022,1/9/2022,226,476
78,0,0,0,1,350,0,0,0,0,-,microkorg s ,Misspocoyo,Córdoba,18/08/2022,17/10/2022,1/9/2022,246,1077
79,0,0,0,1,580,0,0,0,0,-,tarjeta exb-moss ,Carlos,Madrid,18/08/2022,19/10/2022,1/9/2022,190,612
80,0,0,0,1,45,0,0,0,0,korg,korg ds-1h pedal sustain made in japan ,odonmarzal,Barcelona,30/08/2022,29/10/2022,1/9/2022,60,1079
81,0,0,0,1,65,0,0,0,0,behringer,behringer 305 output module ,Øliveira,Pontevedra,27/08/2022,30/09/2022,1/9/2022,102,964
82,0,0,0,1,130,0,0,0,0,instruments,mutable instruments braids clone ,Wallace,La Rioja,04/07/2022,01/10/2022,1/9/2022,274,697
83,0,0,0,1,930,0,0,0,0,nord lead ,3 ,Dmode,Barcelona,12/02/2022,20/09/2022,1/9/2022,480,489
84,0,0,0,1,160,0,0,0,0,moog,moog werkstatt 01 + cv expander ,Darth Synth,Barcelona,20/06/2022,29/09/2022,1/9/2022,503,1065
85,0,0,0,1,1350,0,0,0,0,kawai,sintetizador kawai sx-210 ,finess7,Huelva,14/02/2022,20/09/2022,1/9/2022,1396,703
86,0,0,0,1,430,0,0,0,0,moog,moog mother 32 ,Socri,Sevilla,11/08/2022,28/09/2022,1/9/2022,344,512
87,0,0,0,1,90,0,0,0,0,expert,expert sleepers disting mk1 ,Øliveira,Pontevedra,31/08/2022,30/10/2022,1/9/2022,28,964
88,0,0,0,1,1070,0,0,0,0,-,asm hydrasynth ,sasl,Valencia,03/09/2021,19/09/2022,1/9/2022,3240,435
89,0,0,0,1,930,0,0,0,0,novation,novation peak ,roy242,Valencia,18/08/2022,28/09/2022,1/9/2022,232,498
90,0,0,0,1,210,0,0,0,0,electribe,korg electribe s mk2 ,drumax,Valencia,19/06/2019,28/09/2022,1/9/2022,1901,657
91,0,0,0,1,125,0,0,0,0,-,maleta sintetizador 61 aluminio ,jose,Murcia,28/05/2022,25/09/2022,1/9/2022,405,433
92,0,0,0,1,70,0,0,0,0,yamaha,flightcase yamaha p 80 ,liradigital MRF,Madrid,11/04/2022,01/10/2022,1/9/2022,487,1419
93,0,0,0,1,119,0,0,0,0,yamaha,yamaha rev 500 ,moog1406,Girona,23/12/2021,23/09/2022,1/9/2022,838,637
94,0,0,1,0,0,0,0,0,0,quiklok,soporte quiklok en perfecto estado ,elprofesordedanza,Tarragona,21/07/2022,28/09/2022,1/9/2022,440,1816
95,0,0,0,1,395,0,0,0,0,synthesis,modulo eurorack synthesis technology e560 deflector shield ,tyrel,Madrid,12/09/2020,27/10/2022,1/9/2022,573,560
96,0,1,0,0,0,0,0,0,0,-,monsoon o similar ,Øliveira,Pontevedra,31/08/2022,30/10/2022,1/9/2022,48,964
97,0,0,0,1,100,0,0,0,0,eurorack,toms 000 eurorack ,liradigital MRF,Madrid,22/07/2022,01/10/2022,1/9/2022,332,1419
98,0,0,0,1,310,0,0,0,0,fairfield,fairfield circuitry meet maude analog delay ,Morphido,Madrid,19/06/2022,29/09/2022,1/9/2022,446,834
99,0,0,0,1,379,0,0,0,0,roland,roland mc 101 ,moog1406,Girona,09/06/2021,23/09/2022,1/9/2022,412,637
100,0,0,0,1,495,0,0,0,0,roland,roland xv 5080 actualizado ,7ºDisminuido,Málaga,05/02/2022,04/10/2022,1/9/2022,1699,1286
101,0,0,0,1,600,0,0,0,0,nord lead ,clavia 1 rack - 12 voces ,Victor Lucas,Málaga,24/07/2022,22/09/2022,1/9/2022,743,1167
102,0,0,0,1,750,0,0,0,0,moog,sintetizador moog subsequent 25 impoluto ,Cristóbal Patrick Ruiz,Valencia,04/08/2022,05/10/2022,1/9/2022,402,2271
103,0,1,0,0,0,0,0,0,0,yamaha,yamaha psr-5700 ,Shad0wfax,Barcelona,29/08/2022,28/10/2022,1/9/2022,80,870
104,0,0,0,1,1175,0,0,0,0,roland,sintetizador roland spv-355 ,finess7,Huelva,18/08/2022,19/10/2022,1/9/2022,230,703
105,0,0,0,1,5200,0,0,0,0,system,verbos electronics - producer configuration system ,dj.sleaztek,Granada,30/08/2022,29/10/2022,1/9/2022,156,1119
106,1,0,0,1,430,0,0,0,0,finegear,multi-efectos the dust collector de finegear ,Ivan,Madrid,21/05/2022,17/10/2022,1/9/2022,614,398
107,0,0,0,1,260,0,0,0,0,-,o cambió rd 8 mki berhinger ,arkostek,Alicante,11/07/2022,09/09/2022,1/9/2022,448,868
108,0,0,0,1,180,0,0,0,0,akai,akai eb-16 eb16 fx card 2000 3000 y xl ,Synthaddict,Madrid,29/05/2022,30/09/2022,1/9/2022,279,1151
109,0,0,0,1,385,0,0,0,0,roland,roland mv30 ,Rodolfo,Barcelona,31/05/2022,13/09/2022,1/9/2022,552,725
110,0,0,0,1,350,0,0,0,0,roland,roland rd300sx ,Markkius,Madrid,04/08/2022,23/09/2022,1/9/2022,408,839
111,0,0,0,1,80,0,0,0,0,midi,native instruments maschine mark 1 controlador usb midi sin licencia ,IG,Valencia,11/04/2021,26/09/2022,1/9/2022,1097,144
112,0,0,0,1,12500,0,0,0,0,arp,arp 2600 + 3620 keyboard ,moog1406,Girona,05/02/2021,30/10/2022,1/9/2022,1296,637
113,0,1,0,0,0,0,0,0,0,eurorack,varios módulos eurorack ,FZappy,Barcelona,12/06/2022,29/09/2022,1/9/2022,754,602
114,0,0,0,1,550,0,0,0,0,yamaha,yamaha sy77 ,moog1406,Girona,16/03/2022,04/10/2022,1/9/2022,758,637
115,0,0,1,0,0,0,0,0,0,-,tripode pro por sintetizador ,CreativeStudio,Madrid,01/08/2022,14/09/2022,1/9/2022,324,1451
116,0,0,0,1,40,0,0,0,0,behringer,módulo eurorack behringer 911 envelope generator ,javi_randoom,Madrid,04/08/2022,22/09/2022,1/9/2022,134,1273
117,0,0,0,1,999,0,0,0,0,synthesis,synthesis technology e370 quad morphing vco black ,moog1406,Girona,04/05/2022,30/09/2022,1/9/2022,455,637
118,0,0,0,1,339,0,0,0,0,make noise ,phonogene ,moog1406,Girona,28/07/2021,08/10/2022,1/9/2022,993,637
119,0,0,0,1,370,0,0,0,0,audio,eurorack tip top audio ,Ramonet,Madrid,26/08/2022,25/10/2022,1/9/2022,136,726
120,0,0,0,1,1300,0,0,0,0,nord electro ,hp 5 ,Keyram123,Barcelona,16/04/2022,30/10/2022,1/9/2022,1915,767
121,0,0,0,1,1829,0,0,0,0,arp,arp 2600m nuevo tambien cambios ,moog1406,Girona,20/04/2022,09/09/2022,1/9/2022,753,637
122,0,0,0,1,500,0,0,0,0,deepmind 12 ,behringer ,JaviP,Madrid,18/08/2022,18/10/2022,1/9/2022,300,474
123,0,0,0,1,75,0,0,0,0,iomega,zip iomega 100 scsi ,cvsequencer,Barcelona,03/08/2022,28/09/2022,1/9/2022,292,1188
124,0,0,0,1,24,0,0,0,0,korg,korg t3 - tarjeta memoria ,FranZiskAner,Barcelona,28/08/2022,27/10/2022,1/9/2022,80,1198
125,0,0,0,1,19,0,0,0,0,nord lead ,sonidos custom para a1 ,Kurzleader,Cuenca,11/04/2018,02/09/2022,1/9/2022,3349,1049
126,0,0,0,1,400,0,0,0,0,yamaha,yamaha sy77 + flightcase ,maxi,Baleares,28/08/2022,27/10/2022,1/9/2022,154,431
127,0,0,0,1,1800,0,0,0,0,hammond,hammond e-262 de 1968 ,windbass,Zaragoza,16/06/2020,01/10/2022,1/9/2022,3309,859
128,0,0,0,1,100,0,0,0,0,behringer,behringer 1050 mix sequencer ,polypodium,Madrid,11/08/2022,28/09/2022,1/9/2022,318,1106
129,0,0,0,1,50,0,0,0,0,eurorack,chipz modulo eurorack ,tomiwilli,Madrid,14/04/2022,15/09/2022,1/9/2022,1860,986
130,0,0,0,1,459,0,0,0,0,-,intellijel metropolis ,moog1406,Girona,18/03/2022,20/09/2022,1/9/2022,348,637
131,0,0,0,1,600,0,0,0,0,roland,roland juno ds 88 ,Ricardo,Navarra,29/07/2022,27/09/2022,1/9/2022,531,708
132,0,0,0,1,59,0,0,0,0,yamaha,yamaha master group ,moog1406,Girona,28/06/2021,23/09/2022,1/9/2022,574,637
133,0,0,0,1,1390,0,0,0,0,hammond,hammond m100 año 1962 ,windbass,Zaragoza,01/06/2022,01/10/2022,1/9/2022,725,859
134,0,0,0,1,1000,0,0,0,0,yamaha,yamaha cp40 con funda y pedal original impecable! ,drumsman,Madrid,11/10/2020,27/09/2022,1/9/2022,3628,871
135,0,0,0,1,600,0,0,0,0,roland,oportunidad! teclado roland exr-7 interactive arranger muy poco uso ,Frank,Barcelona,08/11/2021,19/10/2022,1/9/2022,549,498
136,0,0,0,1,80,0,0,0,0,e-mu,e-mu proformance 1 módulo de sonidos de piano ,sergiommms,A Coruña,11/05/2022,30/09/2022,1/9/2022,467,1091
137,0,0,0,1,50,0,0,0,0,arturia,arturia minilab mk2 ,jdarua,Baleares,18/08/2022,20/10/2022,1/9/2022,86,631
138,0,0,0,1,255,0,0,0,0,roland,roland tb 3 ,moog1406,Girona,16/02/2022,08/10/2022,1/9/2022,452,637
139,0,0,0,1,600,0,0,0,0,yamaha,teclado yamaha motif es8 - 88 teclas contrapesadas ,miscoes,Ourense,18/08/2022,15/10/2022,1/9/2022,162,755
140,0,0,0,1,800,0,0,0,0,virus,access virus kc ,roy242,Valencia,18/08/2022,28/09/2022,1/9/2022,334,498
141,0,0,0,1,115,0,0,0,0,shakmat modular ,time wizard ,Marco Luque,Madrid,07/06/2022,29/09/2022,1/9/2022,323,1054
142,0,0,0,1,100,0,0,0,0,studio,studio electronics atc-1 2600 filter cartridge ,FZappy,Barcelona,21/09/2021,30/09/2022,1/9/2022,698,602
143,0,0,0,1,245,0,0,0,0,instruments,mutable instruments clouds completo ,donpuzo,Barcelona,31/05/2022,30/10/2022,1/9/2022,529,783
144,0,0,0,1,550,0,0,0,0,evolver,dsi evolver ,abstrack,Valencia,02/11/2021,19/10/2022,1/9/2022,1645,843
145,0,0,0,1,1850,0,0,0,0,-,leslie 122 clásico y autónomo ,windbass,Zaragoza,10/07/2021,24/09/2022,1/9/2022,1037,859
146,0,0,0,1,30,0,0,0,0,analogue systems ,rs-390 ,dorremifasol,Barcelona,24/10/2021,20/10/2022,1/9/2022,590,1287
147,0,0,1,0,0,0,0,0,0,-,erica fusión vco ,gorum,Tarragona,12/03/2022,28/09/2022,1/9/2022,652,554
148,0,0,0,1,75,0,0,0,0,korg,korg nts -1 ,mesmer_son,Barcelona,31/08/2022,30/10/2022,1/9/2022,82,1080
149,0,0,0,1,359,0,0,0,0,arturia,arturia minibrute 2 ,moog1406,Girona,19/07/2021,06/09/2022,1/9/2022,1594,637
150,0,0,0,1,50,0,0,0,0,eurorack,fuente alimentación eurorack + bus board ,cvsequencer,Barcelona,03/08/2022,25/09/2022,1/9/2022,256,1188
151,0,0,0,1,325,0,0,0,0,-,wersi ex10r expander with 8-bit drums 1985 ,Samsimo,Madrid,20/04/2021,25/09/2022,1/9/2022,1461,729
152,0,0,0,1,225,0,0,0,0,dynacord,"electrovoice fx70 emulador leslie de rack, igual al dynacord dls223 ",paugui,Sevilla,01/05/2021,18/09/2022,1/9/2022,452,651
153,0,0,0,1,560,0,0,0,0,yamaha,yamaha p-125 b ,daniello87,A Coruña,09/07/2022,06/09/2022,1/9/2022,320,951
154,0,0,1,0,199,0,0,0,0,elektron,elektron model cycles no ,ElmoreFreak,Las Palmas,08/06/2022,20/09/2022,1/9/2022,744,1101
155,0,0,0,1,20,0,0,0,0,-,"orejas rack neutron, pro 1, k2 80hp fin stock env incl ",PETZOO,Cádiz,22/01/2021,28/09/2022,1/9/2022,1336,481
156,0,0,0,1,390,0,0,0,0,xaoc,xaoc moskwa ii+ ostankino ii ,Sergi,Alicante,20/07/2022,23/09/2022,1/9/2022,375,506
157,0,0,0,1,60,0,0,0,0,doepfer,modulo eurorack doepfer a-110-1 ,javi_randoom,Madrid,04/08/2022,11/09/2022,1/9/2022,198,1273
158,0,0,0,1,95,0,0,0,0,adam,adam hall sks 22 xb ,moog1406,Girona,26/04/2022,30/10/2022,1/9/2022,525,637
159,0,0,0,1,450,0,0,0,0,korg,sintetizador piano korg n1 88 teclas contrapesadas ,jordipares3,Girona,18/09/2021,21/09/2022,1/9/2022,2664,1126
160,0,0,1,0,0,0,0,0,0,roland,roland fa-06 ,rogaes,Granada,14/11/2021,27/09/2022,1/9/2022,1676,641
161,0,0,0,1,600,0,0,0,0,yamaha,yamaha cs-5 ,BuenMambo,Madrid,31/07/2022,28/09/2022,1/9/2022,622,886
162,0,0,0,1,1750,0,0,0,0,nord wave ,teclado 2 ,dorremifasol,Barcelona,17/07/2022,29/09/2022,1/9/2022,778,1287
163,0,0,0,1,390,0,0,0,0,kurzweil,kurzweil k2000r ,lapagana,Alicante,23/04/2022,26/10/2022,1/9/2022,677,821
164,0,0,0,1,260,0,0,0,0,korg,korg kaossilator pro + ,Tangential,León,11/07/2022,09/09/2022,1/9/2022,193,1031
165,0,0,0,1,239,0,0,0,0,novation,novation launchpad mkiii + deksaver ,moog1406,Girona,12/04/2021,15/09/2022,1/9/2022,1054,637
166,0,1,0,0,0,0,0,0,0,behringer,behringer di20 en madrid capital ,soldout,Madrid,28/08/2022,01/10/2022,1/9/2022,62,778
167,0,0,0,1,120,0,0,0,0,soundforce,dual filter - soundforce ,muzik,Málaga,30/08/2022,29/10/2022,1/9/2022,74,560
168,0,0,0,1,575,0,0,0,0,roland,roland d 550 ,moog1406,Girona,09/11/2021,30/10/2022,1/9/2022,1027,637
169,0,0,0,1,190,0,0,0,0,-,nord drum synth ,Synthaddict,Madrid,18/08/2022,26/09/2022,1/9/2022,424,1151
170,0,0,0,1,400,0,0,0,0,erica synths ,bassline db-01 ,Álvaro,Sevilla,28/07/2022,26/09/2022,1/9/2022,362,741
171,0,0,1,0,0,0,0,0,0,roland,roland vs 24000 cd + monitor ,elprofesordedanza,Tarragona,29/07/2022,28/09/2022,1/9/2022,386,1816
172,0,0,0,1,50,0,0,0,0,eurorack,pack proyecto eurorack ,cvsequencer,Barcelona,03/08/2022,25/09/2022,1/9/2022,408,1188
173,0,0,0,1,35,0,0,0,0,-,funda para teclado de 5 octavas ,bioroide,Madrid,01/04/2021,26/09/2022,1/9/2022,996,845
174,0,0,0,1,79,0,0,0,0,audio,grey audio 3340 ,moog1406,Girona,08/10/2021,08/10/2022,1/9/2022,469,637
175,1,0,0,1,550,0,0,0,0,acidlab,acidlab drumatix 606 ,Aponsa,Barcelona,18/08/2022,16/10/2022,1/9/2022,262,610
176,0,0,0,1,5444,0,0,0,0,oberheim,oberheim obx8 nuevo solo una unidad disponible ,moog1406,Girona,10/05/2022,01/10/2022,1/9/2022,520,637
177,0,0,0,1,45,0,0,0,0,eurorack,eurorack case 70hp model d ,Morphido,Madrid,12/12/2020,26/10/2022,1/9/2022,2272,834
178,0,0,0,1,400,0,0,0,0,vermona,vermona drm mkii ,MZ,Burgos,22/10/2021,24/10/2022,1/9/2022,860,167
179,0,0,0,1,139,0,0,0,0,-,endorphin milky way ,moog1406,Girona,01/02/2022,30/10/2022,1/9/2022,898,637
180,0,0,0,1,150,0,0,0,0,roland,roland d110 – sintetizador digital + tarjeta pn-d10-01 ,alcachofazul,Madrid,29/07/2022,25/09/2022,1/9/2022,378,1261
181,0,1,0,0,0,0,0,0,0,-,landscape stereo field ,Joel,Zaragoza,11/08/2022,07/10/2022,1/9/2022,160,394
182,0,0,0,1,300,0,0,0,0,yamaha,yamaha tg33 tone generator vector synth ,Paoli Atzei,Barcelona,01/09/2022,30/10/2022,1/9/2022,94,1042
183,0,1,1,0,0,0,0,0,0,instruments,modulos mutable instruments ,Sonitec,Valencia,11/08/2022,13/10/2022,1/9/2022,186,725
184,0,0,0,1,490,0,0,0,0,-,sintetizador dsi tetra envío incluido ,djoy,Albacete,26/08/2022,25/10/2022,1/9/2022,234,438
185,0,0,0,1,185,0,0,0,0,yamaha,yamaha rm50 rhythm sound module ,yosualogan,Cantabria,07/05/2022,26/09/2022,1/9/2022,648,1090
186,0,0,0,1,220,0,0,0,0,-,euclidean circles + six switches expansion ,Hypnosia,Lugo,25/08/2022,22/10/2022,1/9/2022,122,843
187,0,0,0,1,949,0,0,0,0,-,asm hydrasynth ,moog1406,Girona,09/06/2022,31/10/2022,1/9/2022,831,637
188,0,0,0,1,50,0,0,0,0,doepfer,modulo eurorack doepfer a-142-1 ,javi_randoom,Madrid,04/08/2022,22/09/2022,1/9/2022,1158,1273
189,0,0,0,1,225,0,0,0,0,-,tiptop z-dsp + dragonfly delay broken silicon + error codes 1 ,Manuel B,Baleares,13/03/2021,11/10/2022,1/9/2022,1475,708
190,0,1,0,0,0,0,0,0,0,doepfer,doepfer a-192-2 ,Wallace,La Rioja,13/03/2021,24/10/2022,1/9/2022,114,697
191,0,0,0,1,790,0,0,0,0,eurorack,caja eurorack ,moog1406,Girona,08/04/2022,08/09/2022,1/9/2022,674,637
192,0,0,0,1,1000,0,0,0,0,novation,novation supernova ii en teclado ,Albin Nox,Granada,25/08/2022,22/10/2022,1/9/2022,253,827
193,0,1,0,0,0,0,0,0,0,doepfer,doepfer a-160-2 ,Wallace,La Rioja,08/07/2022,24/09/2022,1/9/2022,186,697
194,0,0,0,1,650,0,0,0,0,nord rack ,1 ,Kaesar,Barcelona,10/05/2022,10/10/2022,1/9/2022,463,599
195,0,0,0,1,1450,0,0,0,0,novation,novation summit ,Albertomf,Baleares,17/07/2022,25/09/2022,1/9/2022,304,924
196,0,0,0,1,300,0,0,1,0,arturia,waldorf blofeld negro + arturia minibrute para ,dCOP,Barcelona,21/07/2022,19/09/2022,1/9/2022,572,326
197,0,0,0,1,130,0,0,0,0,midi,akai xe8 midi drum expander ,Samsimo,Madrid,20/03/2021,09/09/2022,1/9/2022,2057,729
198,0,0,0,1,465,0,0,0,0,system,roland system 1m ,moog1406,Girona,01/09/2021,27/09/2022,1/9/2022,623,637
199,0,0,0,1,200,0,0,0,0,acid,twisted electrons acid 8 mkii ,guardabrazo,Madrid,21/07/2022,19/09/2022,1/9/2022,428,1170
200,0,0,0,1,399,0,0,0,0,-,pedal de efecto neo ventilator ii ,thecurri,Cádiz,18/07/2022,16/09/2022,1/9/2022,191,870
201,0,0,0,1,90,0,0,0,0,doepfer,doepfer a-106-1 xtreme filter ms20 ,instaljomar,Barcelona,08/06/2022,27/09/2022,1/9/2022,273,1188
202,0,0,0,1,179,0,0,0,0,roland,tarjeta srx02 concert piano de roland ,airbag2004,Toledo,05/03/2022,13/09/2022,1/9/2022,541,812
203,0,0,0,1,3249,0,0,0,0,buchla,buchla 208c easel command ,Storm,Bizkaia,01/07/2022,01/09/2022,1/9/2022,441,533
204,0,0,0,1,250,0,0,0,0,audio,módulo de sonidos y efectos sm pro audio vmachine reproductor de pluggins vst ,franpa,Alicante,02/07/2022,12/09/2022,1/9/2022,552,632
205,0,0,0,1,50,0,0,0,0,behringer,behringer 2500 1033 envolvente ,FZappy,Barcelona,22/06/2022,29/09/2022,1/9/2022,586,602
206,0,0,0,1,300,0,0,0,0,roland,roland r-8 2 unidades ,sergiommms,A Coruña,22/06/2022,30/09/2022,1/9/2022,137,1091
207,0,0,0,1,75,0,0,0,0,-,"flightcase 19"" thon rack 5u eco ii compact 23 ",Mario,Cantabria,22/07/2022,29/09/2022,1/9/2022,338,504
208,0,0,0,1,59,0,0,0,0,yamaha,yamaha vrc 103 sustain group ,moog1406,Girona,28/06/2021,26/09/2022,1/9/2022,314,637
209,0,0,0,1,580,0,0,0,0,elektron,elektron digitakt ,edulo,Badajoz,04/08/2022,03/10/2022,1/9/2022,346,537
210,0,1,0,0,0,0,0,0,0,doepfer,doepfer a-103 vcf 6 ,Wallace,La Rioja,16/07/2022,24/09/2022,1/9/2022,164,697
211,0,0,0,1,290,0,0,0,0,-,kit controlador para leslies de 6 pines 122 y 147 familias 6h y 6w ,windbass,Zaragoza,10/07/2021,01/10/2022,1/9/2022,679,859
212,0,0,0,1,899,0,0,0,0,teenage engineering ,op-1 ,moog1406,Girona,21/12/2021,30/10/2022,1/9/2022,815,637
213,0,0,0,1,390,0,0,0,0,akai,akai s3000xl + tarjeta eb16 + zip omega + manuales y cableado ,markos335,Tarragona,30/06/2022,27/09/2022,1/9/2022,422,808
214,0,0,0,1,600,0,0,0,0,yamaha,yamaha reface dx + cs ,Kevin Teucilide,Barcelona,18/08/2022,20/10/2022,1/9/2022,214,1461
215,0,0,0,1,1200,0,0,0,0,midi,teclado midi mpe linnstrument 200 teclas ,Ivan,Madrid,07/07/2022,05/09/2022,1/9/2022,314,398
216,0,0,0,1,190,0,0,0,0,e-mu,e-mu procussion ,roy242,Valencia,25/08/2022,22/10/2022,1/9/2022,181,498
217,0,0,0,1,510,0,0,0,0,yamaha,yamaha an1x ,Paoli Atzei,Barcelona,01/09/2022,30/10/2022,1/9/2022,148,1042
218,0,0,0,1,370,0,0,0,0,roland,roland ju 06 a ,radiactivo,Barcelona,01/09/2022,30/10/2022,1/9/2022,108,1062
219,0,0,0,1,500,0,0,0,0,roland,piano 88 contrapesadas roland hp1800s ,patumbao,Zaragoza,16/11/2020,27/10/2022,1/9/2022,1287,857
220,0,0,1,0,950,0,0,0,0,yamaha,yamaha modx6 en excelente estado con extras también ,nisakku,Barcelona,25/08/2022,30/09/2022,1/9/2022,247,758
221,0,0,0,1,60,0,0,0,0,arturia,arturia minilab mkii ,Caradusanto,Málaga,25/07/2022,23/09/2022,1/9/2022,260,1141
222,0,0,0,1,229,0,0,0,0,roland,roland tr 505 ,moog1406,Girona,24/03/2022,30/10/2022,1/9/2022,1045,637
