,urgent,buy,change,sell,price,gift,search,repair,parts,synt_brand,description,user,city,published,expire,date_scrapped,seen,user_anon
412,0,1,0,0,0,0,0,0,0,e-mu,e-mu orbit 3 ,CreativeStudio,Madrid,25/07/2022,14/09/2022,1/9/2022,216,1451
413,0,0,0,1,105,0,0,0,0,volca,korg volca drum ,Ruido genérico,Baleares,05/07/2022,27/09/2022,1/9/2022,417,1523
414,0,0,0,1,40,0,0,0,0,yamaha,cartucho rom yamaha dx7s ,int3rc0m,Madrid,27/02/2022,26/09/2022,1/9/2022,411,752
415,0,0,0,1,200,0,0,0,0,-,"acordeon stela 34 teclas-60 bajos, ",patumbao,Zaragoza,16/11/2020,27/10/2022,1/9/2022,645,857
416,0,0,0,1,329,0,0,0,0,-,modcan triple oscilator ,moog1406,Girona,11/06/2021,08/10/2022,1/9/2022,425,637
417,0,0,0,1,800,0,0,0,0,analogue solutions ,leipzig-s ,roy242,Valencia,18/08/2022,24/09/2022,1/9/2022,218,498
418,0,1,0,0,0,0,0,0,0,-,op-lab ,Musiqueur,Granada,04/07/2022,02/09/2022,1/9/2022,184,976
419,0,0,0,1,90,0,0,0,0,audio,m audio keystation 61 mk3 ,zaboonpro,Barcelona,14/07/2022,18/09/2022,1/9/2022,346,986
420,0,0,0,1,485,0,0,0,0,roland,roland d550 ,Syntetic,Alicante,29/08/2022,28/10/2022,1/9/2022,158,851
421,0,0,0,1,500,0,0,0,0,korg,korg m3-m xpanded ,medivian,Murcia,17/12/2021,13/09/2022,1/9/2022,2106,845
422,0,0,0,1,59,0,0,0,0,yamaha,yamaha vrc 102 wind instrument group ,moog1406,Girona,29/06/2021,26/09/2022,1/9/2022,300,637
423,0,0,0,1,100,0,0,0,0,befaco,secuenciador analógico befaco slicer v3 ,indienella,Asturias,22/02/2022,14/09/2022,1/9/2022,539,1045
424,0,0,0,1,190,0,0,0,0,instruments,mutable instruments plaits ,Carlos,Barcelona,18/08/2022,28/09/2022,1/9/2022,158,612
425,0,0,0,1,120,0,0,0,0,miditech,módulo de sonidos pianobox usb de miditech ,franpa,Alicante,11/05/2022,12/09/2022,1/9/2022,588,632
426,0,0,0,1,219,0,0,0,0,eurorack,vermona qmi eurorack como nuevo ,Markkius,Madrid,08/07/2022,19/09/2022,1/9/2022,292,839
427,0,0,0,1,20,0,0,0,0,roland,roland jx-3p - librería para ni kontakt y reason ,Zyon35,Córdoba,01/06/2022,18/09/2022,1/9/2022,177,536
428,0,0,0,1,1800,0,0,0,0,roland,roland jd-800 impecable ,landstrung,Barcelona,18/02/2021,20/09/2022,1/9/2022,4323,1090
429,0,0,0,1,260,0,0,0,0,arturia,arturia microfreak ,Dance_work,Madrid,29/08/2022,28/10/2022,1/9/2022,128,1021
430,0,0,0,1,375,0,0,0,0,e,e mu xtreme lead 1 ,moog1406,Girona,22/09/2021,30/10/2022,1/9/2022,1112,637
431,0,0,0,1,80,0,0,0,0,yamaha,yamaha dx7 breath controler bc1 ,Synthaddict,Madrid,18/08/2022,30/09/2022,1/9/2022,305,1151
432,0,0,0,1,220,0,0,0,0,erica synths ,black output v2 ,Marco Luque,Madrid,07/06/2022,29/09/2022,1/9/2022,274,1054
433,0,1,0,0,0,0,0,0,0,arturia,arturia minibrute 2s ,ramoninchispas,Asturias,25/08/2022,25/09/2022,1/9/2022,80,1503
434,0,0,0,1,590,0,0,0,0,eurorack,"usta, secuenciador eurorack ",rocket,Madrid,26/08/2022,28/09/2022,1/9/2022,136,648
435,0,1,1,0,0,0,0,0,0,roland,"busco,compro o roland mc 505 groovebox para despiece ",nekhorek,Sevilla,13/04/2021,25/10/2022,1/9/2022,679,855
436,0,0,0,1,3750,0,0,0,0,roland,roland superjupiter mks 80 + programmer mpg 80 en perfecto estado ,funfanatic,Barcelona,05/07/2022,03/09/2022,1/9/2022,616,1055
437,0,0,0,1,150,0,0,0,0,roland,roland xv-2020 ,johse,Madrid,30/08/2022,29/10/2022,1/9/2022,166,537
438,0,0,0,1,2250,0,0,0,0,roland,roland juno 106 seminuevo ,angelmahon,Valencia,29/08/2022,29/10/2022,1/9/2022,202,1050
439,0,0,0,1,1450,0,0,0,0,roland,roland fantom 07 ,sal,Girona,07/07/2022,05/09/2022,1/9/2022,832,320
440,0,0,0,1,345,0,0,0,0,modular,modular ,tyrel,Madrid,23/03/2021,27/10/2022,1/9/2022,898,560
441,0,0,0,1,189,0,0,0,0,gator,flight case gator ,moog1406,Girona,05/04/2022,08/10/2022,1/9/2022,466,637
442,0,0,0,1,1500,0,0,0,0,hammond,hammond xk3c ,musicmano,Barcelona,17/01/2022,22/09/2022,1/9/2022,1569,972
443,0,0,0,1,400,0,0,0,0,korg,korg 01w fd ,SINTEXIA,Córdoba,19/07/2022,17/09/2022,1/9/2022,288,613
444,0,0,0,1,1430,0,0,0,0,arturia,arturia matrix brute ,EstebanFM,Granada,27/02/2022,27/09/2022,1/9/2022,936,853
445,0,1,0,0,0,0,0,0,0,arturia,"arturia minilab mk2 edición limitada ""deep black"" ",Maniac Broil,Barcelona,18/08/2022,18/10/2022,1/9/2022,96,1121
446,0,0,0,1,500,0,0,0,0,yamaha,sintetizador yamaha mo6 ,Edaurdo,Madrid,28/06/2021,29/09/2022,1/9/2022,588,708
447,0,0,0,1,104,0,0,0,0,doepfer,doepfer a 110 1 vco ,moog1406,Girona,22/02/2022,25/09/2022,1/9/2022,415,637
448,0,0,0,1,3990,0,0,0,0,music,clone buchla electric music box ,moog1406,Girona,02/12/2021,31/10/2022,1/9/2022,588,637
449,0,0,0,1,200,0,0,0,0,instruments,rebajado - mutable instruments clouds original ,Pablo,Madrid,04/05/2022,29/09/2022,1/9/2022,1311,494
450,0,0,0,1,125,0,0,0,0,korg,korg p3 piano module ,Samsimo,Madrid,20/03/2021,16/09/2022,1/9/2022,2090,729
451,0,0,0,1,800,0,0,0,0,moog,moog slim phatty ,anthuantheriver,Ávila,25/08/2022,30/09/2022,1/9/2022,206,1624
452,0,0,0,1,220,0,0,0,0,befaco,befaco muxlicer + mex modulos ,Sergi,Alicante,19/07/2022,18/09/2022,1/9/2022,252,506
453,0,0,0,1,1469,0,0,0,0,arturia,arturia matrixbrute ,moog1406,Girona,10/03/2022,23/09/2022,1/9/2022,602,637
454,0,1,0,0,0,0,0,0,0,korg,korg lambda ,Súper-Bebé,Granada,04/08/2022,27/09/2022,1/9/2022,144,1203
455,0,0,1,0,0,0,0,0,0,korg,korg microkorg ,rogaes,Granada,25/05/2022,27/09/2022,1/9/2022,538,641
456,0,0,0,1,1679,0,0,0,0,waldorf,waldorf m sintetizador wavetable ,Storm,Bizkaia,24/12/2021,28/09/2022,1/9/2022,1444,533
457,0,0,0,1,900,0,0,0,0,korg,korg karma full expanded ,bluewave,Barcelona,10/05/2022,17/09/2022,1/9/2022,766,859
458,0,0,1,0,500,0,0,0,0,yamaha,yamaha dx7s ,impact,Barcelona,14/07/2022,12/09/2022,1/9/2022,486,638
459,0,0,0,1,225,0,0,0,0,akai,akai advance 49 ,KikeAOR,Alicante,22/05/2021,27/09/2022,1/9/2022,1730,614
460,0,0,0,1,1150,0,0,0,0,dexibell,piano de escenario - teclado master dexibell vivo s7 pro ,gutig,La Rioja,03/08/2022,26/09/2022,1/9/2022,400,544
461,0,0,0,1,1,0,0,0,0,moog,novation 25 sl mk2 custom moog ,pattyco,Valencia,11/08/2022,10/10/2022,1/9/2022,368,772
462,0,0,0,1,50,0,0,0,0,yamaha,funda yamaha mox6 ,KFK101,Valladolid,25/08/2022,22/10/2022,1/9/2022,108,366
463,0,0,0,1,259,0,0,0,0,behringer,behringer pro-1 ,Pedro Martínez,Cantabria,01/09/2022,30/10/2022,1/9/2022,106,1512
464,0,0,0,1,800,0,0,0,0,decksaver,ni maschine plus + expansiones + decksaver ,cvsequencer,Barcelona,11/08/2022,28/09/2022,1/9/2022,360,1188
465,0,0,0,1,150,0,0,0,0,arturia,arturia beatstep pro black ,Synthaddict,Madrid,18/08/2022,31/10/2022,1/9/2022,157,1151
466,0,0,0,1,110,0,0,0,0,-,"step fader is a dual sequencer, here is a cv basic offset ",instaljomar,Barcelona,05/07/2022,27/09/2022,1/9/2022,709,1188
467,0,0,0,1,12,0,0,0,0,yamaha,"yamaha cp70 pianos para yamaha motif xf, moxf, montage y modx ",bicho,Madrid,13/08/2018,10/09/2022,1/9/2022,3388,517
468,0,0,0,1,500,0,0,0,0,-,motif-rack xs ,zorruno,Granada,27/08/2022,26/10/2022,1/9/2022,231,799
469,0,0,0,1,300,0,0,0,0,dreadbox,dreadbox nyx ,Dani de Ourense,Lugo,24/05/2022,05/09/2022,1/9/2022,737,1382
470,0,1,0,0,0,0,0,0,0,sensel,sensel morph ,Sergi,Alicante,27/07/2022,25/09/2022,1/9/2022,154,506
471,0,0,0,1,30,0,0,0,0,studio,faltar studio 880 sl ,tripiano,Bizkaia,11/08/2022,10/10/2022,1/9/2022,302,870
472,0,0,0,1,699,0,0,0,0,korg,sintetizador monofónico korg ms-10 de los 70`s ,mayortom,Madrid,02/01/2022,04/09/2022,1/9/2022,1784,888
473,0,0,0,1,120,0,0,0,0,-,electrofaustus blackfly + mooer reecho ,mesmer_son,Barcelona,21/07/2022,19/09/2022,1/9/2022,330,1080
474,0,0,0,1,550,0,0,0,0,korg,korg karma ,bulichan,Alicante,09/06/2021,30/09/2022,1/9/2022,3107,838
475,0,1,0,0,0,0,0,0,0,moog,moog moogerfooger control processor cp-251 ,marc-caster,Valencia,15/05/2022,28/09/2022,1/9/2022,180,1106
476,0,1,0,0,0,0,0,0,0,kurzweil,kurzweil k2600 76 teclas ,japovaz,Ourense,29/06/2022,09/09/2022,1/9/2022,384,763
477,0,0,0,1,150,0,0,0,0,eurorack,proyecto eurorack inacabado 6u 84hp ,SaZZ,Toledo,19/07/2022,17/09/2022,1/9/2022,340,360
478,0,0,0,1,450,0,0,0,0,kurzweil,kurzweil pc1x ,thunderage,Málaga,29/08/2022,28/10/2022,1/9/2022,110,1063
479,0,0,0,1,6000,0,0,0,0,hammond,hammond a100 con leslie 760 ,windbass,Zaragoza,03/11/2020,21/09/2022,1/9/2022,4230,859
480,0,0,0,1,885,0,0,0,0,mpc,akai mpc live 2 ,Bombyx Blow,A Coruña,03/11/2020,20/10/2022,1/9/2022,186,1061
481,0,0,0,1,2500,0,0,0,0,hammond,hammond skx ,Pau Ortolà,Valencia,01/09/2022,31/10/2022,1/9/2022,80,1078
482,0,0,0,1,150,0,0,0,0,casio,casio ct6000 rebaja ,moogi,Cádiz,28/04/2022,01/10/2022,1/9/2022,1062,539
483,0,0,0,1,1390,0,0,0,0,eurorack,filtro estereo eurorack cwejman dmf-2 ,tyrel,Madrid,16/03/2022,27/10/2022,1/9/2022,558,560
484,0,0,0,1,3200,0,0,0,0,waldorf,waldorf quantum ,minahonda,Madrid,18/12/2021,30/09/2022,1/9/2022,3743,943
485,0,0,0,1,600,0,0,0,0,roland,roland tr-727 ,paugui,Sevilla,02/05/2021,12/09/2022,1/9/2022,2071,651
486,0,0,0,1,20,0,0,0,0,-,soporte teclados sintetizadores k&m spider pro accesorio ipad ,StalVs,Alicante,22/11/2021,01/09/2022,1/9/2022,858,605
487,0,0,0,1,190,0,0,0,0,midi,midi fighter 3d ,yaini,Ciudad Real,18/08/2021,03/09/2022,1/9/2022,811,538
488,0,0,0,1,900,0,0,0,0,elektron,elektron analog keys ,alcachofazul,Madrid,29/07/2022,25/09/2022,1/9/2022,323,1261
489,0,0,0,1,45,0,0,0,0,arturia,arturia microlab ,pauloski,Gipuzkoa,23/06/2022,18/09/2022,1/9/2022,283,872
490,0,0,0,1,750,0,0,0,0,roland,roland mc707 ,Socri,Sevilla,27/08/2022,26/10/2022,1/9/2022,110,512
491,0,0,0,1,950,0,0,0,0,korg,órgano korg cx-3 + flightcase a medida ,ssiibert,Madrid,03/04/2022,14/10/2022,1/9/2022,682,869
492,0,0,1,0,500,0,0,0,0,atomo,perceptron atomo synth semimodular tambien ,bioroide,Madrid,21/09/2020,26/09/2022,1/9/2022,3957,845
493,0,0,0,1,90,0,0,0,0,-,mm micromust ,moog1406,Girona,22/07/2021,30/10/2022,1/9/2022,757,637
494,0,0,0,1,339,0,0,0,0,uno,uno synth pro desktop + accesorios ,moog1406,Girona,18/05/2022,30/09/2022,1/9/2022,504,637
495,0,0,0,1,200,0,0,0,0,roland,roland a6 ,cvsequencer,Barcelona,03/08/2022,28/09/2022,1/9/2022,548,1188
496,0,0,1,0,0,0,1,0,0,-,alguno de estos sintes y caja de ritmo ,moog1406,Girona,10/04/2022,30/10/2022,1/9/2022,2578,637
497,0,0,0,1,2000,0,0,0,0,roland,roland sh 101 ,moog1406,Girona,20/10/2021,30/10/2022,1/9/2022,1445,637
498,0,0,0,1,2200,0,0,0,0,korg,korg pa4x 61 ,Ismael,Navarra,28/07/2022,26/09/2022,1/9/2022,330,603
499,0,0,0,1,20,0,0,0,0,korg,diskette sonidos para el sampler korg dsm1 ,polypodium,Madrid,07/07/2022,21/09/2022,1/9/2022,198,1106
500,0,0,0,1,60,0,0,0,0,roland,roland pn gr 50 01 ,moog1406,Girona,23/03/2022,25/09/2022,1/9/2022,408,637
501,0,0,0,1,390,0,0,0,0,korg,korg triton le ,moog1406,Girona,28/10/2021,30/10/2022,1/9/2022,1274,637
502,0,0,0,1,22,0,0,0,0,roland,sonidos roland jupiter x xm series y zenology pro software ,JM72,Pontevedra,15/07/2022,26/09/2022,1/9/2022,405,256
503,0,0,0,1,2300,0,0,0,0,nord stage ,2 ha 88 ,Spectro,Palencia,13/03/2021,27/09/2022,1/9/2022,3052,736
504,0,0,0,1,1,0,0,0,0,-,basimilus iteritas alter + entity ultra kick ,muzik,Málaga,28/08/2022,27/10/2022,1/9/2022,128,560
505,0,0,0,1,95,0,0,0,0,ultimate,ultimate ax 48 pro b ,moog1406,Girona,26/04/2022,30/10/2022,1/9/2022,388,637
506,0,0,0,1,490,0,0,0,0,eurorack,"instruo arbhar, síntesis granular módulo eurorack + expander ",rocket,Madrid,26/08/2022,28/09/2022,1/9/2022,214,648
507,0,0,0,1,950,0,0,0,0,roland,roland fa 08 ,jesuskorgm3,Valencia,18/08/2022,25/09/2022,1/9/2022,206,1149
508,0,0,0,1,389,0,0,0,0,audio,tip top audio circadian rhythm ,moog1406,Girona,01/06/2022,30/09/2022,1/9/2022,302,637
509,0,0,0,1,220,0,0,0,0,mutant,módulos mutant hihats & mutant bassdrum ,Borsek,Navarra,21/02/2021,20/09/2022,1/9/2022,853,614
510,0,0,0,1,349,0,0,0,0,doepfer,doepfer a100lc9 ,moog1406,Girona,17/09/2021,18/09/2022,1/9/2022,528,637
511,0,0,0,1,570,0,0,0,0,yamaha,grand piano yamaha dgx 650 ,letsrockit,Barcelona,08/12/2021,27/09/2022,1/9/2022,959,1092
512,0,0,0,1,49,0,0,0,0,-,stand digitakt + digitone ultima unidad env incl ,PETZOO,Cádiz,11/06/2019,28/09/2022,1/9/2022,3982,481
513,0,0,0,1,150,0,0,0,0,roland,kenton pro dcb para roland juno 60 y algunos jupiter 8 ,jesusj,Araba,26/05/2022,25/10/2022,1/9/2022,294,660
514,0,0,0,1,128,0,0,0,0,befaco,befaco joystick ,moog1406,Girona,02/03/2022,29/10/2022,1/9/2022,607,637
515,0,0,0,1,235,0,0,0,0,befaco,befaco rampage ,moog1406,Girona,01/10/2021,25/09/2022,1/9/2022,439,637
516,0,0,0,1,4,0,0,0,0,eurorack,módulos eurorack + cables y accesorios ,Jorans,Asturias,09/05/2022,25/09/2022,1/9/2022,1531,621
517,0,0,0,1,479,0,0,0,0,komplete,komplete mkii s49 ,Kristel Manrique sigal,Alicante,29/05/2022,09/10/2022,1/9/2022,323,2160
518,0,0,0,1,199,0,0,0,0,alesis,keytar inalámbrico alesis ,Elena,Cuenca,14/07/2022,12/09/2022,1/9/2022,250,485
519,0,0,0,1,295,0,0,0,0,yamaha,yamaha dx9 ,moog1406,Girona,15/03/2022,22/09/2022,1/9/2022,947,637
520,0,0,0,1,20,0,0,0,0,korg,cassette datos para korg dw6000 ,polypodium,Madrid,07/07/2022,18/09/2022,1/9/2022,200,1106
521,0,0,0,1,530,0,0,0,0,-,digitone impecable ,jdcoopers,Sevilla,08/06/2022,30/09/2022,1/9/2022,605,969
522,0,0,0,1,80,0,0,0,0,make noise ,eurorack rasie ,siropene,Madrid,25/08/2022,28/09/2022,1/9/2022,140,869
523,1,0,0,1,300,0,0,0,0,4ms,4ms stereo triggered sampler ,Xavi,Barcelona,11/08/2022,09/10/2022,1/9/2022,116,408
524,0,0,0,1,300,0,0,0,0,novation,novation ultranova ,Albin Nox,Granada,25/08/2022,22/10/2022,1/9/2022,197,827
525,0,0,1,0,0,0,0,0,0,akai,akai x7000 floppy usb & librería ,elprofesordedanza,Tarragona,25/08/2022,28/09/2022,1/9/2022,216,1816
526,0,0,0,1,1050,0,0,0,0,-,modulo sintetizador prophet 08 david smith ,luca7,Madrid,11/08/2022,09/10/2022,1/9/2022,350,476
527,0,0,0,1,330,0,0,0,0,yamaha,tg 500 yamaha ,gato737,Barcelona,21/07/2022,28/09/2022,1/9/2022,436,588
528,0,0,0,1,1300,0,0,0,0,nord rack nord lead ,3 - 3 en ,Syntetic,Alicante,29/08/2022,28/10/2022,1/9/2022,142,851
529,0,0,0,1,12000,0,0,0,0,system,moog system 15 ,qbueno,Barcelona,03/10/2020,25/09/2022,1/9/2022,5710,650
530,0,0,0,1,249,0,0,0,0,befaco,befaco lich ,moog1406,Girona,15/12/2021,30/10/2022,1/9/2022,545,637
531,0,0,0,1,98,0,0,0,0,volca,korg volca kick ,yosualogan,Cantabria,15/06/2022,26/09/2022,1/9/2022,316,1090
532,0,0,0,1,495,0,0,0,0,waldorf,waldorf microwave ii rack ,Eme,Sevilla,10/06/2022,27/09/2022,1/9/2022,592,279
533,0,0,0,1,5500,0,0,0,0,rhodes,piano rhodes 88 mark ii eighty eight suitcase ,logan3,Madrid,19/01/2022,22/09/2022,1/9/2022,1718,580
534,0,0,0,1,1550,0,0,0,0,roland,roland júpiter 80 + flight case a medida ,xfeten,Toledo,26/11/2020,22/10/2022,1/9/2022,2046,650
535,0,0,0,1,90,0,0,0,0,volca,colección volca casi completa + extras ,dundunda,Lugo,24/06/2021,27/09/2022,1/9/2022,2899,851
536,0,0,0,1,90,0,0,0,0,kawai,kawai card ram dc 16 ,moog1406,Girona,26/05/2021,26/09/2022,1/9/2022,406,637
537,0,0,0,1,75,0,0,0,0,bheringer,bheringer umx 61 ,40db,Valencia,04/03/2021,17/10/2022,1/9/2022,1119,298
538,0,0,0,1,333,0,0,0,0,yamaha,yamaha tx-7 ,selimorgan,Valencia,18/08/2022,01/10/2022,1/9/2022,352,1073
539,0,0,0,1,375,0,0,0,0,roland,roland fantom xr ,H-B,Zaragoza,11/06/2022,13/09/2022,1/9/2022,438,183
540,0,0,0,1,779,0,0,0,0,roland,roland mc 707 ,moog1406,Girona,17/02/2022,23/09/2022,1/9/2022,764,637
541,0,1,0,0,0,0,0,0,0,arturia,arturia keystep ,Imox,Sevilla,30/08/2022,30/10/2022,1/9/2022,56,413
542,0,0,0,1,85,0,0,0,0,roland,roland pn d50 02 ,moog1406,Girona,26/05/2021,09/10/2022,1/9/2022,464,637
543,0,0,0,1,190,0,0,0,0,arturia,arturia beatstep pro ,Oxbown,Pontevedra,11/08/2022,10/10/2022,1/9/2022,102,637
544,0,0,0,1,250,0,0,0,0,korg,korg microsampler ,freakerrante,Barcelona,04/04/2021,25/09/2022,1/9/2022,1135,1274
545,0,0,0,1,1900,0,0,0,0,arturia,arturia polybrute ,Socri,Sevilla,29/08/2022,28/10/2022,1/9/2022,114,512
546,0,0,0,1,375,0,0,0,0,system,eric synths pico system iii desktop ,moog1406,Girona,29/12/2021,30/10/2022,1/9/2022,932,637
547,0,0,0,1,179,0,0,0,0,yamaha,procesador de efectos yamaha emp-100 para guitarra bajo voces y teclados ,Francisco Rivera,Zaragoza,20/01/2022,24/09/2022,1/9/2022,900,1569
548,0,0,0,1,1350,0,0,0,0,korg,korg ms-20 ,moog1406,Girona,23/06/2021,08/10/2022,1/9/2022,1005,637
549,0,0,0,1,180,0,0,0,0,-,alm001 pamelas workout ,siropene,Madrid,11/08/2022,28/09/2022,1/9/2022,194,869
550,0,0,0,1,80,0,0,0,0,akai,akai pro mpd 32 ,Marc,Barcelona,04/07/2022,02/09/2022,1/9/2022,276,387
551,0,0,0,1,860,0,0,0,0,yamaha,yamaha moxf8 ,Andoni,Navarra,04/08/2022,05/10/2022,1/9/2022,304,601
552,0,0,0,1,450,0,0,0,0,yamaha,yamaha tenori-on ,Darth Synth,Barcelona,30/08/2022,29/10/2022,1/9/2022,102,1065
553,0,0,0,1,550,0,0,0,0,quasimidi,quasimidi sirius ,abstrack,Valencia,26/04/2022,19/10/2022,1/9/2022,751,843
554,0,0,0,1,50,0,0,0,0,-,organo lowrey genie tenie ,jd800 forever,Madrid,22/09/2020,29/10/2022,1/9/2022,1436,1151
555,0,0,0,1,300,0,0,0,0,komplete,teclado controlador ni komplete kontrol mk3 49 ,Cristóbal Patrick Ruiz,Valencia,10/07/2022,08/09/2022,1/9/2022,384,2271
556,0,0,0,1,270,0,0,0,0,elka,teclado elka omb5 caja de ritmos+acompañamiento automático drumstar80 ,gpiccolini,Madrid,18/08/2022,26/09/2022,1/9/2022,376,1057
557,0,0,0,1,35,0,0,0,0,korg,korg m3 - librería para ni kontakt y reason ,Zyon35,Córdoba,01/06/2022,18/09/2022,1/9/2022,282,536
558,0,0,0,1,550,0,0,0,0,virus,access virus snow ,frodobolson007,Madrid,13/07/2022,11/09/2022,1/9/2022,794,1342
559,1,0,0,1,175,0,0,0,0,eurorack,diode operator station vcf eurorack ,tyrel,Madrid,31/08/2022,30/10/2022,1/9/2022,86,560
560,0,0,0,1,75,0,0,0,0,yamaha,yamaha rx-17 caja de ritmos desktop digital posterior a rx11 rx15 ,StalVs,Alicante,18/07/2022,01/09/2022,1/9/2022,440,605
561,0,0,0,1,125,0,0,0,0,midi,motu midi timepiece ii ,Francisco Rivera,Zaragoza,08/03/2022,30/09/2022,1/9/2022,1119,1569
562,0,0,0,1,230,0,0,0,0,ajh,ajh synth dual contour black ,moog1406,Girona,17/09/2021,30/10/2022,1/9/2022,569,637
563,0,1,1,0,0,0,0,0,0,e-mu,e-mu orbit v3 ,Sonitec,Valencia,11/08/2022,14/10/2022,1/9/2022,132,725
564,0,0,0,1,430,0,0,0,0,eurorack,eloquencer eurorack ,insula,Madrid,29/06/2022,11/09/2022,1/9/2022,458,652
565,0,0,0,1,550,0,0,0,0,akai,akai mpk 88 ,Kristel Manrique sigal,Alicante,31/05/2022,09/10/2022,1/9/2022,366,2160
566,0,0,0,1,20,0,0,0,0,korg,cassette datos para korg poly800-ii ,polypodium,Madrid,07/07/2022,26/09/2022,1/9/2022,196,1106
567,0,0,0,1,4500,0,0,0,0,roland,sintetizador roland jupiter-4 compuphonic ,Alexandra Bertomeu Tomas,Castellón,09/07/2022,07/09/2022,1/9/2022,528,2327
568,0,0,0,1,75,0,0,0,0,kurzweil,placa sampler smp-r para kurzweil k2000r ,Maniac Broil,Barcelona,26/05/2021,28/09/2022,1/9/2022,2096,1121
569,0,0,0,1,2900,0,0,0,0,-,ob-06 con sonidos de pago ,minahonda,Madrid,28/07/2022,25/09/2022,1/9/2022,596,943
570,0,0,0,1,700,0,0,0,0,emu,emu e4x turbo - hollywood gold limited edition ,Syntetic,Alicante,29/08/2022,28/10/2022,1/9/2022,142,851
571,0,0,0,1,60,0,0,0,0,midi,icon ikeyboard 5x - teclado midi ,santibcn,Barcelona,10/04/2022,07/10/2022,1/9/2022,528,850
572,0,0,1,0,0,0,0,0,0,roland,korg r3 y roland ju06a ,radiactivo,Barcelona,25/08/2022,28/09/2022,1/9/2022,266,1062
573,0,0,0,1,90,0,0,0,0,dreadbox,dreadbox hysteria ,EstebanFM,Granada,14/02/2022,27/09/2022,1/9/2022,486,853
574,0,0,0,1,300,0,0,0,0,-,studiologic numacompact 2 ,Antonio,Madrid,30/08/2022,29/10/2022,1/9/2022,112,728
575,0,0,0,1,1150,0,0,0,0,the,soma lyra 8 limited edition the pacifist ,moog1406,Girona,12/07/2021,30/10/2022,1/9/2022,480,637
576,0,0,0,1,400,0,0,0,0,analogue systems ,secuenciador rs-200 y quantiser rs-260 ,dorremifasol,Barcelona,25/07/2020,29/09/2022,1/9/2022,1660,1287
577,0,0,0,1,50,0,0,0,0,doepfer,doepfer a 130 2 dual vca ,Øliveira,Pontevedra,01/09/2022,30/10/2022,1/9/2022,48,964
578,0,0,0,1,460,0,0,0,0,alesis,alesis ion ,sanwiche,Alicante,18/08/2022,24/09/2022,1/9/2022,258,850
579,0,0,0,1,500,0,0,0,0,instruments,star instruments synare 3 ,Joanic,Baleares,11/08/2022,13/10/2022,1/9/2022,140,596
580,0,0,0,1,100,0,0,0,0,yamaha,yamaha psr-f51 ,Mar,Asturias,31/07/2022,29/09/2022,1/9/2022,313,288
581,0,0,0,1,900,0,0,0,0,korg,korg polysix ,twistarella,Barcelona,15/07/2022,13/09/2022,1/9/2022,580,1196
582,0,0,0,1,90,0,0,0,0,volca,korg volca fm ,kagechu,Barcelona,26/08/2022,25/10/2022,1/9/2022,92,728
583,0,0,0,1,100,0,0,0,0,noise,noise engeneering viol ruina ,Carlos,Barcelona,18/08/2022,28/09/2022,1/9/2022,130,612
584,0,0,0,1,4250,0,0,0,0,korg,korg trident mk i ,Moogchild Synthdrome,Madrid,20/04/2022,18/09/2022,1/9/2022,934,2019
585,0,0,0,1,110,0,0,0,0,-,maleta sintetizador 61 ,jose,Murcia,28/05/2022,25/09/2022,1/9/2022,333,433
586,0,0,0,1,100,0,0,0,0,-,cacharros varios ,roy242,Valencia,18/08/2022,28/09/2022,1/9/2022,1132,498
587,0,0,0,1,250,0,0,0,0,novation,novation circuit rythm ,s_C_e,Barcelona,25/08/2022,23/10/2022,1/9/2022,136,473
588,0,0,1,0,0,0,0,0,0,noise,noise engineering basimilus iteritas ,Replicante,Barcelona,04/12/2021,27/09/2022,1/9/2022,1371,1031
589,0,0,0,1,135,0,0,0,0,-,rebel technology chronos mkii ,moog1406,Girona,28/02/2022,05/09/2022,1/9/2022,418,637
590,0,0,0,1,100,0,0,0,0,-,hardcase con ruedas para teclado de 76 teclas ,Elver Galarga,Lugo,05/01/2022,21/09/2022,1/9/2022,599,1229
591,0,0,0,1,5100,0,0,0,0,roland,roland jupiter 4 ,qbueno,Barcelona,22/01/2022,24/09/2022,1/9/2022,3017,650
592,0,1,0,0,0,0,0,0,0,korg,tarjeta korg wavestation wsc-3s synth & time slice ,mentemodular,Gipuzkoa,11/10/2020,29/09/2022,1/9/2022,723,1293
593,0,0,0,1,2300,0,0,0,0,origin,arturia origin ,abstrack,Valencia,10/05/2021,19/10/2022,1/9/2022,2008,843
594,0,0,0,1,10,0,0,0,0,moog,funda cubrepolvo a la medida para moog prodigy ,grizzvolga,Madrid,17/07/2022,26/09/2022,1/9/2022,326,1103
595,0,0,0,1,250,0,0,0,0,novation,sintetizador teclado novation mininova ,luigi88,Madrid,29/08/2022,28/10/2022,1/9/2022,84,650
596,0,0,0,1,1750,0,0,0,0,sequential circuits ,pro-one ,Cobe,Madrid,04/07/2022,02/09/2022,1/9/2022,458,377
597,0,0,0,1,320,0,0,0,0,behringer,behringer ms 1 ,Alinter,Cádiz,09/07/2022,09/09/2022,1/9/2022,859,719
598,0,0,0,1,1500,0,0,0,0,yamaha,yamaha sk20 string machine ,logan3,Madrid,23/12/2021,25/09/2022,1/9/2022,1672,580
599,0,0,0,1,400,0,0,0,0,uno,uno synth pro ,ARPEGGIATORNIK,Granada,07/11/2021,27/09/2022,1/9/2022,1150,1047
