,urgent,buy,change,sell,price,gift,search,repair,parts,synt_brand,description,city,published,expire,date_scrapped,seen
128,0,0,0,1,400,0,0,0,0,korg,korg minilogue ,Barcelona,2023/12/06,2024/06/01,2023/12/20,184
129,0,0,0,1,7,0,0,0,0,roland,roland qd quick disks ,Zamora,2023/11/29,2024/01/12,2023/12/20,116
130,0,0,0,1,1350,0,0,0,0,korg,korg sv2 88 en garantia ,Málaga,2023/11/13,2024/06/10,2023/12/20,496
131,0,0,0,1,12000,0,0,0,0,moog,moog system 15 ,Barcelona,2020/10/03,2024/06/16,2023/12/20,7856
132,0,0,0,1,700,0,0,0,0,-,syncussion sy-1m psyco ,Barcelona,2023/09/13,2024/06/12,2023/12/20,364
133,0,0,0,1,580,0,0,0,0,roland,roland xv-3080 128-voice rackmount synthesizer module ,Bizkaia,2023/12/14,2024/06/10,2023/12/20,104
134,0,0,0,1,432,0,0,0,0,moog,moog theremini nuevo ,Girona,2022/05/11,2024/06/09,2023/12/20,1717
135,0,0,0,1,150,0,0,0,0,roland,roland r8-m con 2 tarjetas de sonidos ,Madrid,2023/12/13,2024/06/16,2023/12/20,208
136,0,0,0,1,180,0,0,0,0,eurorack,teia vastwave complex oscillator eurorack ,Málaga,2023/12/06,2024/06/12,2023/12/20,114
137,0,0,0,1,55,0,0,0,0,-,blofeld license sl ,Madrid,2023/12/16,2024/06/12,2023/12/20,122
138,0,0,0,1,40,0,0,0,0,intellijel,intellijel patas 7u case ,Madrid,2023/12/16,2024/01/18,2023/12/20,68
139,0,0,0,1,265,0,0,0,0,yamaha,yamaha reface cp con decksaver en barcelona ,Barcelona,2023/12/20,2024/06/16,2023/12/20,44
140,0,0,0,1,790,0,0,0,0,yamaha,yamaha motif xs ,Alicante,2023/12/18,2024/06/15,2023/12/20,116
141,0,0,0,1,1299,0,0,0,0,crumar,crumar mojo con estuche y accesorios ,Ourense,2023/11/13,2024/06/15,2023/12/20,272
142,0,0,0,1,190,0,0,0,0,korg,korg monologue ,Barcelona,2023/11/29,2024/06/11,2023/12/20,146
143,0,0,0,1,325,0,0,0,0,-,falcon 3 0+ librerias ,Madrid,2023/06/21,2024/06/13,2023/12/20,629
144,0,0,0,1,1199,0,0,0,0,squarp,squarp instruments hapax secuenciador avanzado ,Bizkaia,2023/02/23,2024/06/13,2023/12/20,1189
145,0,0,0,1,1000,0,0,0,0,roland,roland jd-xa vendo cambio ,Barcelona,2023/10/20,2023/12/19,2023/12/20,307
146,0,0,0,1,165,0,0,0,0,midi,icon ikeyboard 8x teclado controlador midi 88 teclas ,Lugo,2023/03/09,2024/06/15,2023/12/20,1208
147,0,0,0,1,50,0,0,0,0,moog,pedal expresión moog ep-2 ,Barcelona,2023/10/05,2024/06/15,2023/12/20,292
148,0,0,0,1,255,0,0,0,0,roland,roland ju06 ,Madrid,2023/09/25,2024/06/14,2023/12/20,537
149,0,0,0,1,225,0,0,0,0,doepfer,doepfer a-100lc3v low cost case vintage edition ,Bizkaia,2022/05/25,2024/06/11,2023/12/20,2204
150,0,0,0,1,750,0,0,0,0,intellijel,intellijel eurorack 7u case 104 hp + stereo out 1u ,Murcia,2023/12/19,2024/06/15,2023/12/20,42
151,0,0,0,1,3149,0,0,0,0,sequential,"sequential prophet 10 module,,prophet rev2 module, pro 3 se, pro 3,elektron rytm mkii, waldorf m, kodamo essence fm mkii ",Bizkaia,2021/02/17,2024/06/09,2023/12/20,17972
152,0,0,0,1,260,0,0,0,0,korg,korg electribe 2 blue ,Toledo,2023/11/29,2024/05/24,2023/12/20,213
153,0,0,0,1,325,0,0,0,0,doepfer,doepfer a-100p6 case psu3 eurorack ,Málaga,2023/12/06,2024/06/12,2023/12/20,169
