buy,change,sell,price,gift,search,repair,parts,synt_brand,description,city,published,expire,date_scrapped,seen
0,0,1,449,0,0,0,0,e-mu,e-mu systems e5000 ultra 64-voice sampler workstation ,Girona,2022/06/08,2024/06/16,2023/12/20,2431
0,0,1,700,0,0,0,0,roland,roland cr8000 cr-8000 korg kms-30 ,Madrid,2023/12/18,2024/06/15,2023/12/20,202
0,0,1,475,0,0,0,0,doepfer,doepfer a-100p6 case psu9 eurorack x 2 ,Málaga,2023/12/06,2024/06/12,2023/12/20,138
0,0,1,1200,0,0,0,0,ensoniq,sampler ensoniq asr 10 ,Cádiz,2023/12/20,2024/06/17,2023/12/20,42
0,0,1,1900,0,0,0,0,roland,roland juno 106 ,Girona,2023/12/06,2024/06/13,2023/12/20,202
0,0,1,75,0,0,0,0,casio,teclado casio ctk631 ,Madrid,2023/03/31,2024/06/16,2023/12/20,468
0,0,1,1895,0,0,0,0,clavia,clavia nord modular g2+exp+case ,A Coruña,2023/11/16,2024/06/13,2023/12/20,516
0,0,1,1000,0,0,0,0,korg,korg 900ps 1975 ,Madrid,2023/08/21,2024/06/17,2023/12/20,984
0,1,0,0,0,0,0,0,korg,korg 01 prox con flight case cambio por studiologic sl88 ,Ourense,2023/11/13,2024/06/15,2023/12/20,276
0,0,1,249,0,0,0,0,korg,korg oasys por tiempo limitado con gator xxl ,Ourense,2023/11/13,2024/06/15,2023/12/20,671
0,0,1,140,0,0,0,0,eurorack,dual drive eurorack ,Zaragoza,2023/10/15,2024/06/15,2023/12/20,170
0,0,1,600,0,0,0,0,asm,asm hydrasynth desktop ,Barcelona,2023/12/06,2024/06/17,2023/12/20,168
0,0,1,90,0,0,0,0,erica synths erica synths ,pico drum 1 + pico programmer ,Málaga,2023/12/13,2024/06/10,2023/12/20,72
0,0,1,400,0,0,0,0,polyend,polyend tracker ,Madrid,2023/09/02,2024/06/16,2023/12/20,1750
0,0,1,260,0,0,0,0,korg,korg volca bass + keys + beats ,Barcelona,2023/12/16,2024/06/16,2023/12/20,116
0,0,1,925,0,0,0,0,-,leslie 815 proline ,Zaragoza,2020/11/06,2024/06/10,2023/12/20,2746
0,0,1,140,0,0,0,0,roland,teclado controlador roland a-800 pro ,Sevilla,2023/11/01,2024/06/16,2023/12/20,338
0,0,1,160,0,0,0,0,klavis,klavis twin waves mki ,Asturias,2023/12/20,2024/06/17,2023/12/20,24
0,0,1,5999,0,0,0,0,rhodes,"piano rhodes mark ii suitcase eighty eight 88, the top model! ",Madrid,2022/12/23,2024/06/14,2023/12/20,1798
0,0,1,1899,0,0,0,0,yamaha,yamaha montage 7 ,Madrid,2023/12/14,2024/06/11,2023/12/20,158
0,0,1,200,0,0,0,0,modular,black market modular eurorack case + tiptop rack and power ,Málaga,2023/11/22,2024/06/12,2023/12/20,223
0,0,1,230,0,0,0,0,korg,teclado korg x3 sintetizador ,Girona,2023/11/14,2024/06/16,2023/12/20,244
0,0,1,10,0,0,0,0,korg,cassettes patches para sintes korg ,Madrid,2023/08/28,2024/06/17,2023/12/20,377
0,0,1,100,0,0,0,0,befaco,befaco stmix eurorack ,Madrid,2023/11/29,2024/01/19,2023/12/20,100
0,0,1,140,0,0,0,0,eurorack,division 6 dual mini sequencer eurorack ,Barcelona,2023/10/27,2024/05/27,2023/12/20,158
0,0,1,1100,0,0,0,0,roland,roland jupiter xm + extras ,Pontevedra,2023/10/19,2024/06/14,2023/12/20,407
0,0,1,369,0,0,0,0,akai,sampler akai s3000xl digital ,Zaragoza,2023/05/27,2024/06/16,2023/12/20,1035
0,0,1,1800,0,0,0,0,korg,korg nautilus 88 teclas contrapesadas en garantía ,Murcia,2023/11/19,2024/06/17,2023/12/20,232
0,0,1,775,0,0,0,0,roland,roland 1976 analog synth genesis cure camel string machine ,Pontevedra,2022/12/29,2024/06/14,2023/12/20,2082
0,0,1,200,0,0,0,0,yamaha,yamaha qy700 secuenciador hardware ,Barcelona,2023/12/18,2024/06/15,2023/12/20,106
0,0,1,350,0,0,0,0,korg,korg wavestation ex ,Almería,2023/12/06,2024/06/17,2023/12/20,252
0,0,1,1500,0,0,0,0,moog,moog subsequent 37 ,Valencia,2023/12/13,2024/06/16,2023/12/20,234
0,0,1,360,0,0,0,0,music,tokyo tape music center dual sine sawtooth generator model 158 -eurorack ,Cantabria,2023/09/17,2024/06/17,2023/12/20,328
0,0,1,250,0,0,0,0,eurorack,case eurorack 3filas 82hp ,Madrid,2023/09/05,2024/06/15,2023/12/20,350
0,0,1,89,0,0,0,0,nord stage ,"case thon para electro, 73 y otros teclados ",Madrid,2023/06/18,2024/06/11,2023/12/20,587
0,0,1,1300,0,0,0,0,nord electro ,5 61d ,Zaragoza,2023/12/13,2024/06/15,2023/12/20,140
0,0,1,240,0,0,0,0,-,mochika x2 atomosynth envío incluido ,Sevilla,2022/07/31,2024/02/08,2023/12/20,1415
0,0,1,500,0,0,0,0,faderfox,faderfox mx12 ,Málaga,2023/12/06,2024/06/12,2023/12/20,218
0,0,1,475,0,0,0,0,roland,roland fantom s ,Barcelona,2023/09/14,2024/06/10,2023/12/20,491
0,0,1,110,0,0,0,0,novation,novation sl 25 mk2 ,Zaragoza,2023/02/07,2024/06/11,2023/12/20,1209
0,0,1,350,0,0,0,0,arturia,arturia key step pro ,Granada,2023/12/13,2024/01/15,2023/12/20,112
0,0,1,800,0,0,0,0,teenage engineering ,op-1 ,Madrid,2023/12/20,2024/06/17,2023/12/20,34
0,0,1,290,0,0,0,0,emu,sampler emu esi 2000 ,Valencia,2023/07/08,2024/06/15,2023/12/20,476
0,0,1,199,0,0,0,0,eurorack,eurorack monograf - frequency central ,Zaragoza,2023/12/06,2024/06/15,2023/12/20,80
0,0,1,200,0,0,0,0,eurorack,módulos eurorack ,Barcelona,2023/12/16,2024/06/14,2023/12/20,154
0,0,1,300,0,0,0,0,isla,kordbot isla instruments ,Barcelona,2022/02/25,2024/01/19,2023/12/20,2479
0,0,1,75,0,0,0,0,eurorack,pico vca2 eurorack modulo ,Cantabria,2023/09/17,2024/06/17,2023/12/20,260
0,0,1,369,0,0,0,0,roland,secuenciador + modulo de sonidos roland mv-30 ,Zaragoza,2023/11/22,2024/06/16,2023/12/20,298
0,0,1,180,0,0,0,0,behringer,behringer cat ,Barcelona,2023/09/17,2024/06/10,2023/12/20,684
0,0,1,120,0,0,0,0,roland,roland u-110 ,Madrid,2023/07/31,2024/06/12,2023/12/20,496
1,0,0,0,0,0,0,0,-,ripples uripples diy ,La Rioja, ,2024/06/10,2023/12/20,82
0,0,1,600,0,0,0,0,korg,korg cx-3 mki analógico 1979 restaurado ,Valencia,2023/10/06,2024/06/17,2023/12/20,657
0,0,1,1100,0,0,0,0,synthstrom,synthstrom deluge oled ,Madrid,2023/12/20,2024/06/17,2023/12/20,90
0,0,1,90,0,0,0,0,behringer,behringer eurorack system-100 121 + 150 ,Barcelona,2023/12/06,2024/06/16,2023/12/20,158
0,0,1,190,0,0,0,0,korg,korg n5 fallo iluminación pantalla ,Madrid,2023/03/31,2024/06/16,2023/12/20,702
0,0,1,1450,0,0,0,0,nord electro ,4 sw 73 ,Guadalajara,2023/10/27,2024/06/16,2023/12/20,197
