Unnamed: 0,urgent,buy,change,sell,price,gift,search,repair,parts,synt_brand,description,city,seen,published_dt,expire_dt,date_scrapped_dt
529,0,0,0,1,170,0,0,0,0,yamaha,yamaha sy22 ,Barcelona,310,2023-12-19,2024-07-25,2024-02-09
530,0,0,0,1,79,0,0,0,0,korg,korg nts-1 ,Madrid,418,2024-02-02,2024-07-24,2024-02-09
531,0,0,0,1,90,0,0,0,0,-,polyseq magerit ,Valladolid,128,2024-02-07,2024-07-24,2024-02-09
532,0,0,0,1,30,0,0,0,0,tiptop audio ,cables stackcable ,Madrid,68,2024-02-09,2024-07-25,2024-02-09
533,0,0,0,1,370,0,0,0,0,korg,korg trinity ,Madrid,82,2024-02-08,2024-07-25,2024-02-09
534,0,0,0,1,140,0,0,0,0,erica synths ,drum mixer lite ,Madrid,269,2024-02-03,2024-07-24,2024-02-09
535,0,0,0,1,140,0,0,0,0,eurorack,flame joyrec eurorack ,Lugo,226,2024-02-03,2024-07-24,2024-02-09
536,0,0,0,1,165,0,0,0,0,2hp,2hp pluck - mult - trim ,Valencia,284,2024-02-02,2024-07-23,2024-02-09
537,0,0,0,1,65,0,0,0,0,-,tiptop sd808 hats808 [eurorack] ,Madrid,44,2024-02-08,2024-07-25,2024-02-09
539,0,0,0,1,270,0,0,0,0,akai,akai mpk2 49 ,Ourense,124,2024-02-06,2024-03-25,2024-02-09
540,0,0,0,1,100,0,0,0,0,akai,modulos de percusión vintage akai xe 8 y yamaha rm 50 ,Madrid,776,2023-12-08,2024-07-21,2024-02-09
541,0,0,0,1,80,0,0,0,0,roland,roland a49 ,Cádiz,202,2024-02-04,2024-07-21,2024-02-09
542,0,0,0,1,0,0,0,0,0,eurorack,modulos eurorack ,Sevilla,1402,2023-09-27,2024-07-23,2024-02-09
543,0,0,0,1,65,0,0,0,0,teletype,i2c2midi teletype expander falta ponerle el teensy eurorack ,Lugo,230,2024-02-03,2024-07-24,2024-02-09
544,0,0,0,1,1000,0,0,0,0,roland,roland system 8 ,Girona,168,2024-02-06,2024-07-23,2024-02-09
545,0,0,0,1,375,0,0,0,0,-,rob hordijk's benjolin ,Gipuzkoa,216,2024-02-06,2024-07-23,2024-02-09
546,0,0,0,1,180,0,0,0,0,intellijel,intellijel mutamix eurorack ,Málaga,435,2023-12-04,2024-07-21,2024-02-09
547,0,0,0,1,245,0,0,0,0,korg,korg pss-50 progammable super section vintage ,Madrid,20,2024-02-08,2024-07-26,2024-02-09
548,0,0,0,1,299,0,0,0,0,korg,hard case + korg oasys 88 ,Ourense,54,2024-02-09,2024-07-26,2024-02-09
549,0,0,0,1,1800,0,0,0,0,oberheim,oberheim ob6 desktop ,Valencia,114,2024-02-09,2024-07-25,2024-02-09
550,0,0,0,1,120,0,0,0,0,roland,roland em 15 ,Girona,120,2024-02-06,2024-07-23,2024-02-09
551,0,0,0,1,300,0,0,0,0,-,3unds osciladores 555 + 1und 4046 ,Madrid,42,2024-02-09,2024-07-26,2024-02-09
552,0,0,0,1,1700,0,0,0,0,moog,moog matriarch dark edition ,Valencia,270,2024-02-06,2024-07-23,2024-02-09
554,0,0,0,1,271,0,0,0,0,roland,roland juno-d ,Madrid,96,2024-02-08,2024-07-25,2024-02-09
555,0,0,0,1,200,0,0,0,0,mutable,mutable instruments shruthi 1 ,Tarragona,276,2024-02-04,2024-07-21,2024-02-09
556,0,0,0,1,420,0,0,0,0,yamaha,"teclado sintetizador yamaha mx49 blue, seminuevo,porte incluido ",Cantabria,132,2024-01-19,2024-07-25,2024-02-09
557,0,0,0,1,375,0,0,0,0,korg,korg minilogue xd + bancos + osciladores fx ,Granada,224,2024-02-06,2024-07-23,2024-02-09
558,0,0,0,1,850,0,0,0,0,verbos,verbos electronics bark filter processor ,Barcelona,194,2024-02-04,2024-03-23,2024-02-09
559,0,0,0,1,120,0,0,0,0,mutable,mutable instruments grids ,Madrid,239,2024-02-03,2024-07-24,2024-02-09
560,0,0,0,1,299,0,0,0,0,eurorack,caja eurorack modulaire maritime accra 6u con alimentador mean well ,Madrid,254,2024-02-03,2024-07-20,2024-02-09
561,0,0,0,1,500,0,0,0,0,korg,korg emx1 ,Madrid,202,2024-02-05,2024-07-22,2024-02-09
562,0,0,0,1,120,0,0,0,0,io,io instruments themisto ,Madrid,248,2024-02-03,2024-07-20,2024-02-09
563,0,0,0,1,250,0,0,0,0,herzlich,teclado de herzlich ,Gipuzkoa,200,2024-02-06,2024-07-23,2024-02-09
564,0,0,0,1,100,0,0,0,0,befaco,befaco crush delay v2 [eurorack] ,Madrid,50,2024-02-08,2024-07-25,2024-02-09
565,0,0,0,1,50,0,0,0,0,korg,korg ps-2 doble pedal footswitch + cable jack especial de conexión ,Madrid,68,2024-02-09,2024-07-25,2024-02-09
566,0,0,0,1,300,0,0,0,0,waldorf,sintetizador waldorf micro q ,Albacete,690,2023-10-29,2024-04-26,2024-02-09
567,0,0,0,1,75,0,0,0,0,roland,roland mc 50 mk2 sequencer ,Madrid,408,2024-02-02,2024-06-27,2024-02-09
568,0,0,0,1,295,0,0,0,0,roland,jx-08 roland boutique ,Barcelona,1016,2023-07-10,2024-07-03,2024-02-09
569,0,0,0,1,4000,0,0,0,0,moog,moog minimoog voyager performer edition ,Barcelona,691,2023-07-12,2024-07-01,2024-02-09
570,0,0,0,1,208,0,0,0,0,behringer,behringer model d env incluido ,Cádiz,384,2023-11-20,2024-07-05,2024-02-09
571,0,0,0,1,1950,0,0,0,0,roland,roland v-synth gt 2 0 ,Girona,2121,2022-06-09,2024-07-01,2024-02-09
572,0,0,0,1,600,0,0,0,0,-,kyma capy ls ,Madrid,541,2023-10-11,2024-06-30,2024-02-09
573,0,0,0,1,135,0,0,0,0,yamaha,yamaha fl1024 2 módulos de 1gb ,Castellón,182,2023-10-29,2024-04-26,2024-02-09
574,0,0,1,0,0,0,0,0,0,-,"cambio, o vendo, funda transporte modx7 por la de nord 73 ",Valencia,300,2024-02-02,2024-06-29,2024-02-09
575,0,0,0,1,450,0,0,0,0,moog,theremin moog etherwave ,Barcelona,320,2024-02-03,2024-06-30,2024-02-09
576,0,1,0,0,0,0,0,0,0,ensoniq,ensoniq esqm ,Barcelona,376,2024-02-02,2024-07-04,2024-02-09
577,0,0,0,1,850,0,0,0,0,eurorack,eurorack nerdseq con expansiónes ,Barcelona,230,2024-02-04,2024-07-01,2024-02-09
578,0,0,0,1,265,0,0,0,0,boss,"pedal doble boss re-20 ""space echo"" + adaptador ",Barcelona,322,2024-01-26,2024-06-19,2024-02-09
579,0,0,0,1,250,0,0,0,0,novation,novation bass station rack ,Barcelona,452,2024-01-19,2024-07-05,2024-02-09
580,0,0,0,1,575,0,0,0,0,moog,moog moogerfooger cp 251 ,Barcelona,651,2023-10-05,2024-07-01,2024-02-09
581,0,0,0,1,250,0,0,0,0,yamaha,yamaha qy700 ,Madrid,394,2023-12-04,2024-06-30,2024-02-09
582,0,0,0,1,199,0,0,0,0,roland,sintetizador analógico reon driftbox - edición limitada by roland ,Barcelona,452,2024-02-02,2024-06-29,2024-02-09
583,0,0,0,1,280,0,0,0,0,novation,sintetizador novation ultranova ,Albacete,520,2023-11-26,2024-05-24,2024-02-09
584,0,0,0,1,1450,0,0,0,0,moog,moog prodigy ,Valencia,805,2023-11-05,2024-05-03,2024-02-09
585,0,0,0,1,198,0,0,0,0,behringer,behringer rd8 mk1 ,Madrid,497,2024-01-19,2024-07-03,2024-02-09
586,0,0,0,1,69,0,0,0,0,cre8audio,cre8audio módulo eurorack cellz ,Barcelona,358,2023-11-08,2024-05-06,2024-02-09
587,0,0,0,1,199,0,0,0,0,jomox,jomox t-resonator mkii ,Girona,1866,2022-04-05,2024-07-01,2024-02-09
588,0,0,0,1,750,0,0,0,0,octatrack,octatrack mk1 ,Madrid,212,2024-02-04,2024-07-01,2024-02-09
589,0,0,0,1,1400,0,0,0,0,nord ,electro 6d 61+funda ,Málaga,410,2023-10-31,2024-04-28,2024-02-09
590,0,0,0,1,162,0,0,0,0,nano,nano rand s h generador eurorack qu-bit ,Barcelona,264,2023-11-07,2024-05-05,2024-02-09
591,0,0,0,1,600,0,0,0,0,yamaha,piano yamaha cvp 203 ,Barcelona,945,2023-03-11,2024-06-30,2024-02-09
592,0,0,0,1,120,0,0,0,0,frequency,filtro whiteface frequency central eurorack ,Barcelona,347,2023-11-17,2024-05-15,2024-02-09
593,0,0,1,0,0,0,1,0,0,minibrute,minibrute 2s - ofrezco eurorack ,Zaragoza,244,2024-02-04,2024-07-01,2024-02-09
594,0,0,0,1,50,0,0,0,0,moog,pedal expresión moog ep-2 ,Barcelona,620,2023-10-05,2024-07-01,2024-02-09
595,0,0,0,1,800,0,0,0,0,akai,akai force + extras ,Pontevedra,512,2023-12-04,2024-07-05,2024-02-09
596,0,0,0,1,220,0,0,0,0,roland,módulo roland jv-1010 ,Valencia,240,2024-02-04,2024-07-01,2024-02-09
597,0,0,1,0,3650,0,0,0,0,system,black system iii ,Valencia,106,2024-02-09,2024-07-05,2024-02-09
598,0,0,0,1,900,0,0,0,0,roland,roland jx3p ,Zaragoza,238,2024-02-05,2024-07-02,2024-02-09
599,0,0,0,1,25,0,0,0,0,roland,interfaz roland midi usb um-one ,Madrid,350,2024-02-02,2024-06-29,2024-02-09
600,0,0,0,1,160,0,0,0,0,roland,roland jv1010 ,Madrid,396,2024-01-26,2024-07-01,2024-02-09
601,0,0,0,1,1500,0,0,0,0,hammond,organo hammond e-100 ,Sevilla,698,2023-08-09,2024-06-30,2024-02-09
602,0,0,0,1,300,0,0,0,0,yamaha,yamaha sy 55 ,Barcelona,214,2024-02-04,2024-07-01,2024-02-09
603,0,0,0,1,0,0,0,0,0,-,"sintes y efectos, rebaja de precios ",Barcelona,4728,2023-01-15,2024-06-29,2024-02-09
604,0,0,0,1,1199,0,0,0,0,arturia,arturia matrixbrute impecable sintetizador analógico ,Madrid,1900,2023-05-28,2024-02-05,2024-02-09
605,0,1,1,0,0,0,0,0,0,eurorack,o módulos eurorack qunexus volca fm ,Barcelona,1149,2022-11-04,2024-02-01,2024-02-09
606,0,0,0,1,2600,0,0,0,0,yamaha,yamaha genos ,Madrid,346,2024-02-03,2024-06-30,2024-02-09
607,0,0,0,1,20,0,0,0,0,yamaha,pedal yamaha de sustain ,Madrid,306,2024-02-02,2024-06-29,2024-02-09
608,0,0,0,1,1300,0,0,0,0,jomox,jomox alpha base ,Valencia,852,2023-07-10,2024-06-10,2024-02-09
609,0,0,0,1,303,0,0,0,0,acidlab,m303 acidlab eurorack ,Valencia,268,2024-02-04,2024-07-01,2024-02-09
610,0,0,0,1,1500,0,0,0,0,elektron,elektron machinedrum mkii + soporte ,Navarra,762,2024-02-04,2024-07-01,2024-02-09
611,0,0,0,1,1900,0,0,0,0,roland,roland juno 106 ,Zaragoza,388,2024-01-26,2024-06-24,2024-02-09
612,0,0,0,1,180,0,0,0,0,arturia,arturia rackbrute 3u nuevo ,Madrid,130,2024-02-07,2024-03-06,2024-02-09
613,0,0,0,1,95,0,0,0,0,befaco,befaco stmix eurorack ,Madrid,348,2023-12-02,2024-01-19,2024-02-09
614,0,0,0,1,1050,0,0,0,0,roland,roland jupiter xm + extras ,Pontevedra,727,2023-10-19,2024-06-30,2024-02-09
615,0,0,0,1,525,0,0,0,0,faderfox,faderfox mx12 ,Málaga,438,2023-12-04,2024-06-20,2024-02-09
616,0,0,0,1,125,0,0,0,0,behringer,behringer crave ,Zaragoza,174,2024-02-06,2024-07-03,2024-02-09
617,0,0,0,1,300,0,0,0,0,knobula,knobula poly cinematic ,Barcelona,62,2024-02-07,2024-06-24,2024-02-09
618,0,0,0,1,680,0,0,0,0,roland,roland tr-727 caja de ritmos latinos ,Barcelona,140,2024-02-02,2024-06-23,2024-02-09
619,0,1,0,0,0,0,0,0,0,korg,módulo korg m3 ,Sevilla,86,2024-02-02,2024-06-18,2024-02-09
620,0,0,0,1,160,0,0,0,0,befaco,befaco cvthing factory assembled ,Barcelona,167,2023-10-27,2024-04-24,2024-02-09
621,0,0,0,1,760,0,0,0,0,mpc,mpc live mk2 ,Valencia,287,2024-02-02,2024-06-23,2024-02-09
622,0,0,0,1,2050,0,0,0,0,udo,udo audio super 6 ,Madrid,139,2024-02-07,2024-06-24,2024-02-09
623,0,0,0,1,400,0,0,0,0,korg,korg trinity plus ,Sevilla,141,2024-02-05,2024-06-22,2024-02-09
624,0,0,0,1,300,0,0,0,0,korg,korg pa 300 ,Murcia,285,2023-10-29,2024-06-19,2024-02-09
625,0,0,0,1,225,0,0,0,0,-,ms-101 ,Cádiz,414,2023-11-06,2024-06-18,2024-02-09
626,0,0,0,1,250,0,0,0,0,roland,roland torcido ,Barcelona,498,2023-09-14,2024-05-21,2024-02-09
627,0,0,0,1,1000,0,0,0,0,nord lead ,4 ,Sevilla,112,2024-02-05,2024-06-22,2024-02-09
628,0,0,0,1,180,0,0,0,0,make noise ,rené v1 ,Barcelona,280,2023-11-19,2024-01-19,2024-02-09
629,0,0,0,1,1350,0,0,0,0,isla,isla s2400 ,Málaga,342,2024-01-12,2024-06-20,2024-02-09
630,0,0,0,1,400,0,0,0,0,yamaha,"sintetizador yamaha mx49 v2, perfecto,porte incluido ",Cantabria,194,2023-09-28,2024-06-25,2024-02-09
631,0,0,0,1,250,0,0,0,0,korg,korg ms-04 pedal cv analogico ,Madrid,184,2024-01-26,2024-06-23,2024-02-09
632,0,0,0,1,540,0,0,0,0,casio,casio fz-1 ,Valencia,588,2023-10-18,2024-06-23,2024-02-09
633,0,0,0,1,150,0,0,0,0,-,small stone 1976 ,Madrid,113,2023-11-19,2024-05-17,2024-02-09
634,0,0,0,1,150,0,0,0,0,-,soporte piano ,Castellón,604,2023-03-17,2024-06-25,2024-02-09
635,0,0,0,1,520,0,0,0,0,korg,korg radias módulo sin teclado ,Madrid,878,2024-01-19,2024-06-05,2024-02-09
636,0,0,0,1,120,0,0,0,0,komplete,"n i komplete kontrol a25, arturia beatstep pro y keystep ",Barcelona,572,2023-09-14,2024-05-21,2024-02-09
637,0,0,0,1,1400,0,0,0,0,yamaha,teclado escenario yamaha cp73 ,Bizkaia,120,2024-02-02,2024-06-18,2024-02-09
638,0,0,0,1,265,0,0,0,0,roland,roland boutique jd-08 ,Bizkaia,18,2024-02-09,2024-06-26,2024-02-09
639,0,0,0,1,360,0,0,0,0,arturia,arturia keylab 61 mkii black edition + analog lab v + piano v ,Madrid,130,2023-11-21,2024-01-22,2024-02-09
640,0,0,0,1,1100,0,0,0,0,moog,sinte moog sub37 ,Sevilla,160,2024-02-05,2024-06-22,2024-02-09
641,0,0,0,1,40,0,0,0,0,-,making sound machines multiplikand ,Barcelona,99,2024-01-19,2024-06-07,2024-02-09
642,0,0,0,1,150,0,0,0,0,mutable,mutable instruments shruthi original ,Madrid,156,2024-01-19,2024-06-26,2024-02-09
643,0,0,1,0,55,0,0,0,0,adam,funda para teclado de 5 octavas por soporte rack tipo adam hall ,Madrid,1812,2021-04-01,2024-06-23,2024-02-09
644,0,0,0,1,1200,0,0,0,0,elektron,elektron analog rytm mkii black + decksaver ,Baleares,54,2024-02-07,2024-06-24,2024-02-09
645,0,0,0,1,800,0,0,0,0,analogue solutions ,megacity step sequencer ,Málaga,192,2024-01-19,2024-06-19,2024-02-09
646,0,0,0,1,125,0,0,0,0,-,ne sinc bucina ,Barcelona,148,2024-01-19,2024-06-26,2024-02-09
647,0,0,0,1,980,0,0,0,0,korg,korg triton studio 61 teclas ,Madrid,128,2024-02-02,2024-06-18,2024-02-09
648,0,0,0,1,1300,0,0,0,0,yamaha,yamaha modx7 + ,Huelva,226,2023-11-18,2024-06-22,2024-02-09
649,0,0,1,0,0,0,1,0,0,roland,roland fantom 06 ,Barcelona,52,2024-02-07,2024-02-25,2024-02-09
650,0,0,0,1,0,0,0,0,0,roland,roland mrs-2 promar compuphonic sintetizador analogico monofonico ,Madrid,1520,2023-11-04,2024-06-18,2024-02-09
651,0,0,0,1,855,0,0,0,0,oto,oto biscuit ,Barcelona,192,2023-11-28,2024-06-26,2024-02-09
652,0,0,0,1,700,0,0,0,0,syncussion,syncussion sy-1m psyco ,Barcelona,392,2023-09-13,2024-01-22,2024-02-09
653,0,1,0,0,0,0,0,0,0,minifreak,sintetizador minifreak ,Salamanca,56,2024-02-07,2024-06-25,2024-02-09
654,0,0,0,1,220,0,0,0,0,nano,nano modules ona x2 ,Valencia,69,2024-02-07,2024-06-24,2024-02-09
655,0,0,0,1,55,0,0,0,0,-,blofeld license sl ,Madrid,144,2024-01-26,2024-06-25,2024-02-09
656,0,0,0,1,790,0,0,0,0,yamaha,yamaha motif xs ,Alicante,198,2024-01-26,2024-06-21,2024-02-09
657,0,0,0,1,750,0,0,0,0,yamaha,piano yamaha p-120 ,Zamora,46,2024-02-08,2024-06-25,2024-02-09
658,0,0,0,1,1050,0,0,0,0,roland,roland jd-xa oferta ,Barcelona,895,2022-10-08,2024-06-18,2024-02-09
659,0,0,0,1,90,0,0,0,0,-,antumbra klik ,Madrid,98,2024-01-19,2024-06-26,2024-02-09
660,0,0,0,1,120,0,0,0,0,m-audio,keystation 88 de m-audio mk2 ,Navarra,47,2024-02-09,2024-06-25,2024-02-09
661,0,0,0,1,325,0,0,0,0,doepfer,doepfer a-100p6 case psu3 eurorack ,Málaga,187,2024-01-12,2024-06-20,2024-02-09
662,0,0,0,1,150,0,0,0,0,4ms,4ms rcd y expander ,Madrid,80,2024-01-19,2024-06-26,2024-02-09
663,0,0,0,1,800,0,0,0,0,eurorack,case eurorack 12u 104hp ,Madrid,48,2024-02-09,2024-06-26,2024-02-09
664,0,0,0,1,2000,0,0,0,0,kawai,piano kawai k-200 wh ,Tarragona,156,2024-01-19,2024-06-02,2024-02-09
665,0,0,0,1,390,0,0,0,0,behringer,behringer vocoder vc340 ,Barcelona,346,2024-01-19,2024-06-22,2024-02-09
666,0,0,0,1,400,0,0,0,0,yamaha,yamaha dx7 iid ,Madrid,174,2024-02-07,2024-06-24,2024-02-09
667,0,1,0,0,0,0,0,0,0,arp,slider cap para arp odyssey mkiii ,Burgos,238,2023-10-25,2024-06-24,2024-02-09
668,0,0,0,1,150,0,0,0,0,eurorack,multifx eurorack estéreo dervish ,Barcelona,140,2024-01-26,2024-06-09,2024-02-09
669,0,0,0,1,500,0,0,0,0,waldorf,waldorf nw1 mod1 dvca1 comp1 ,Madrid,330,2023-10-22,2024-06-26,2024-02-09
670,0,0,0,1,900,0,0,0,0,formanta,formanta maestro híbrido digital analógico 4 voces manufacturado en urss ,Barcelona,266,2024-02-02,2024-06-23,2024-02-09
671,0,0,1,0,0,0,0,0,0,mutable,mutable instruments ripples v2 ,Barcelona,172,2023-10-30,2024-06-24,2024-02-09
672,0,0,0,1,120,0,0,0,0,gator,gator g-pg-61 funda teclado nueva ,Valencia,238,2023-10-06,2024-06-24,2024-02-09
673,0,0,0,1,90,0,0,0,0,korg,korg volca kick rebajado 10 euros ,Madrid,653,2023-03-20,2024-04-09,2024-02-09
674,0,0,0,1,400,0,0,0,0,modal,modal argon 8 ,Baleares,56,2024-02-09,2024-06-25,2024-02-09
675,0,0,0,1,80,0,0,0,0,-,maleta rígida ,Castellón,723,2023-02-12,2024-06-25,2024-02-09
676,0,0,0,1,1100,0,0,0,0,nord lead ,4 ,Madrid,358,2023-10-10,2024-04-07,2024-02-09
677,0,0,0,1,1150,0,0,0,0,elektron,elektron octatrack mk2 ,Tarragona,29,2024-02-09,2024-02-26,2024-02-09
678,0,0,0,1,300,0,0,0,0,wardrf blofed ,,Madrid,134,2023-11-10,2024-05-08,2024-02-09
679,0,0,0,1,90,0,0,0,0,doepfer,doepfer a199 spring reverb ,Madrid,139,2023-10-27,2024-06-26,2024-02-09
680,0,0,0,1,1900,0,0,0,0,korg,oportunidad korg 88 sv2 vintage ,Murcia,186,2024-01-26,2024-06-23,2024-02-09
681,0,0,0,1,1250,0,0,0,0,virus,virus ti polar cambio por desktop ,Valencia,229,2024-01-19,2024-06-24,2024-02-09
682,0,0,0,1,70,0,0,0,0,arturia,arturia keystep controller & sequencer ,Madrid,122,2023-11-21,2024-01-22,2024-02-09
683,0,0,0,1,560,0,0,0,0,instruments,oxi one de oxi instruments ,Madrid,100,2024-02-07,2024-06-24,2024-02-09
684,1,0,0,1,85,0,0,0,0,erica synths erica synths ,pico drum 1 + pico programmer ,Málaga,102,2024-01-26,2024-06-18,2024-02-09
685,0,0,0,1,120,0,0,0,0,akai,akai mpk mini plus ,Almería,84,2024-02-02,2024-06-19,2024-02-09
686,0,0,0,1,1825,0,0,0,0,yamaha,yamaha montage 7 ,Madrid,220,2024-01-26,2024-06-25,2024-02-09
687,0,0,0,1,420,0,0,0,0,behringer,behringer 2600 ,Barcelona,318,2024-02-02,2024-06-18,2024-02-09
688,0,0,0,1,350,0,0,0,0,korg,korg wavestation ex ,Almería,338,2024-01-19,2024-06-25,2024-02-09
689,0,0,0,1,380,0,0,0,0,uno,uno synth pro x ,Girona,1313,2022-04-29,2024-06-19,2024-02-09
690,0,0,0,1,1750,0,0,0,0,korg,korg sv2-73s stage vintage digital piano ,Barcelona,56,2024-02-08,2024-06-25,2024-02-09
691,0,0,0,1,60,0,0,0,0,-,teclado casiotone ct-310 ,A Coruña,805,2023-07-03,2024-05-23,2024-02-09
692,0,0,0,1,450,0,0,0,0,asm,asm hydrasynth explorer ,Salamanca,206,2024-02-03,2024-06-23,2024-02-09
693,0,0,0,1,600,0,0,0,0,eurorack,case eurorack 12u 84hp ,Madrid,34,2024-02-09,2024-06-26,2024-02-09
694,0,0,0,1,280,0,0,0,0,isla,kordbot isla instruments ,Barcelona,2505,2022-02-25,2024-01-19,2024-02-09
695,0,0,0,1,499,0,0,0,0,synthesis,synthesis technology e352 cloud terrarium vco ,Barcelona,104,2024-02-04,2024-06-21,2024-02-09
696,0,0,0,1,700,0,0,0,0,-,teclado workstation sintetizador - 61 teclas semi contrapesadas ,Barcelona,188,2023-11-30,2024-06-04,2024-02-09
697,0,0,0,1,270,0,0,0,0,komplete,teclado komplete kontrol s61 mk2 ,Barcelona,330,2023-11-18,2024-01-17,2024-02-09
698,0,0,0,1,210,0,0,0,0,xaoc,xaoc devices batumi ,Madrid,78,2023-12-08,2024-02-06,2024-02-09
699,0,0,0,1,1650,0,0,0,0,yamaha,yamaha cp88 ,Sevilla,257,2023-10-22,2024-04-19,2024-02-09
700,0,1,0,0,0,0,0,0,0,roland,roland fa 06 ,Bizkaia,91,2023-12-01,2024-05-29,2024-02-09
701,0,0,0,1,350,0,0,0,0,roland,roland jd-xi ,Barcelona,294,2023-12-04,2024-06-09,2024-02-09
702,0,0,0,1,30,0,0,0,0,elektron,soporte elektron analog rytm four octatrack ,Barcelona,146,2023-12-10,2024-06-07,2024-02-09
703,0,0,0,1,250,0,0,0,0,arturia,arturia drumbrute ,Badajoz,172,2023-11-25,2024-06-01,2024-02-09
704,0,0,0,1,300,0,0,0,0,x0xb0x,x0xb0x 303 ,Segovia,333,2023-10-13,2024-04-10,2024-02-09
705,0,0,0,1,350,0,0,0,0,midi,"midi club juno ctrl, controlador para roland alpha juno 1 2, mks50, hs10 80 ",Málaga,304,2023-11-29,2024-05-31,2024-02-09
706,0,0,0,1,250,0,0,0,0,mpc,mpc live para reparar o piezas ,Toledo,2164,2022-01-03,2024-06-06,2024-02-09
707,0,0,0,1,280,0,0,0,0,eurorack,"eurorack, caja eurorack diy, sintetizador modular ",Murcia,308,2023-10-02,2024-01-31,2024-02-09
708,0,0,0,1,675,0,0,0,0,yamaha,yamaha dx7 iid ,Girona,1366,2021-04-13,2024-06-02,2024-02-09
709,0,0,0,1,900,0,0,0,0,moog,moog subsequent 25 ,Salamanca,354,2023-12-09,2024-06-06,2024-02-09
710,0,0,0,1,60,0,0,0,0,moog,moog eurorack case 60 hp ,Valencia,192,2023-11-29,2024-05-27,2024-02-09
711,0,0,0,1,100,0,0,0,0,midi,teclado maestro midi roland a 33 ,Madrid,129,2023-12-05,2024-06-02,2024-02-09
712,0,0,0,1,500,0,0,0,0,korg,korg trinity plus ,Baleares,1138,2023-07-07,2024-06-27,2024-02-09
713,0,0,0,1,110,0,0,0,0,eurorack,"módulo eurorack ""2hp snare"" ",Barcelona,502,2022-12-16,2024-03-22,2024-02-09
714,0,0,0,1,180,0,0,0,0,-,sr-jv80 expansion boards sr jv techno and dance ,Barcelona,832,2023-03-12,2024-03-19,2024-02-09
715,0,0,0,1,20,0,0,0,0,-,mochila para transportar teclado ,Barcelona,474,2023-02-03,2024-06-01,2024-02-09
716,0,0,0,1,150,0,0,0,0,korg,módulo de sonido korg n1r ,Valencia,393,2023-12-02,2024-05-30,2024-02-09
717,0,0,0,1,1200,0,0,0,0,viscount,viscount legend live ,Madrid,330,2023-12-08,2024-02-06,2024-02-09
718,0,0,0,1,550,0,0,0,0,mopho,mopho dave smith ,Madrid,1381,2023-01-14,2024-05-02,2024-02-09
719,0,0,0,1,325,0,0,0,0,chase,chase bliss mood mk1 pedal de efectos ,Madrid,52,2024-02-09,2024-07-20,2024-02-09
720,0,0,0,1,90,0,0,0,0,midi,teclado midi novation impulse 25 ,Tarragona,94,2024-02-07,2024-07-19,2024-02-09
721,0,0,0,1,180,0,0,0,0,-,electro harmonix bass microsynth ,Madrid,102,2024-02-07,2024-07-19,2024-02-09
722,0,0,0,1,500,0,0,0,0,kurzweil,kurzweil k2000r full expanded roms sampler pram pcm scsi discoduro ,Alicante,289,2024-02-08,2024-07-19,2024-02-09
723,0,0,0,1,140,0,0,0,0,studiologic,studiologic fatar sl 880 ,Alicante,122,2024-02-07,2024-07-19,2024-02-09
724,0,0,0,1,358,0,0,0,0,modal,argon 8m modal electronics ,Madrid,135,2024-02-07,2024-07-19,2024-02-09
725,0,0,0,1,1090,0,0,0,0,sequential,sequential take 5 re-estreno reservado ,Málaga,243,2024-02-07,2024-07-19,2024-02-09
726,0,0,0,1,150,0,0,0,0,eurorack,filtro ujove eurorack ,Madrid,42,2024-02-09,2024-07-20,2024-02-09
727,0,0,0,1,425,0,0,0,0,korg,korg minilogue xd module ,Pontevedra,66,2024-02-09,2024-07-20,2024-02-09
728,0,0,0,1,210,0,0,0,0,roland,roland boutique jx08 re-estreno !!! ,Málaga,220,2024-02-07,2024-07-19,2024-02-09
729,0,0,0,1,210,0,0,0,0,roland,roland boutique ju-06a re-estreno !!! ,Málaga,185,2024-02-07,2024-07-19,2024-02-09
730,0,0,0,1,0,0,0,0,0,roland,roland juno-60 + md-8 midi dcb interface ,Barcelona,362,2024-02-09,2024-07-09,2024-02-09
731,0,0,0,1,150,0,0,0,0,korg,korg monologue ,Granada,326,2023-12-02,2024-05-30,2024-02-09
732,0,0,0,1,650,0,0,0,0,elektron,machinedrum sps-1 mki - elektron ,Pontevedra,154,2024-02-09,2024-07-06,2024-02-09
733,0,0,1,0,0,0,0,0,0,elektron,db01 y elektron model cycles ,Madrid,404,2024-02-02,2024-06-27,2024-02-09
734,0,0,0,1,450,0,0,0,0,eurorack,eurorack case submodular shadow 6u 208hp + intellijel power tps80w ,Barcelona,452,2023-12-06,2024-06-28,2024-02-09
735,0,0,0,1,1700,0,0,0,0,doepfer,doepfer a-100 basic system ,Barcelona,594,2023-11-21,2024-01-29,2024-02-09
736,0,0,0,1,320,0,0,0,0,yamaha,yamaha mo6 video dentro ,Segovia,639,2023-11-03,2024-06-27,2024-02-09
737,0,0,0,1,90,0,0,0,0,korg,korg sq-1 secuenciador ,Madrid,618,2023-08-30,2024-06-29,2024-02-09
738,0,0,0,1,275,0,0,0,0,novation,mininova de novation ,Madrid,372,2024-02-02,2024-06-28,2024-02-09
739,0,0,0,1,60,0,0,0,0,kawai,kawai rc-2 tarjeta memoria ,Barcelona,1279,2022-03-17,2024-01-30,2024-02-09
