,urgent,buy,change,sell,price,gift,search,repair,parts,synt_brand,description,user,city,published,expire,date_scrapped,seen,anon_user
24,0,0,0,1,0,0,0,0,0,farfisa,farfisa bravo ,Pas FCH,León,13/05/2023,23/06/2023,3/6/2023,350,533
25,0,0,0,1,0,0,0,0,0,elektron,elektron digitone ,Javier m,Córdoba,03/02/2023,25/06/2023,3/6/2023,694,750
26,0,0,0,1,0,0,0,0,0,elektron,elektron analog rytm mki ,Javier m,Córdoba,19/08/2021,28/06/2023,3/6/2023,2254,750
27,0,0,0,1,0,0,0,0,0,behringer,behringer rd6 ,Antonio,Madrid,13/05/2023,28/06/2023,3/6/2023,296,728
28,0,0,0,1,0,0,0,0,0,behringer,behringer ms-1-bk ,TXK,Valencia,20/05/2023,24/06/2023,3/6/2023,236,247
29,0,0,0,1,0,0,0,0,0,maschine,maschine mk3 prácticamente nueva ,Jorge Z,Madrid,29/05/2023,27/07/2023,3/6/2023,112,625
30,0,0,0,1,0,0,0,0,0,m-audio,sintetizador m-audio venom ,carlos,Madrid,27/05/2023,24/07/2023,3/6/2023,172,644
31,0,0,0,1,0,0,0,0,0,casio,piano digital casio cdp 230rbk + regalos ,Mineapolix,Madrid,26/04/2023,28/06/2023,3/6/2023,238,1046
32,0,0,0,1,0,0,0,0,0,roland,adsr dual roland 540 ,instaljomar,Barcelona,06/03/2023,27/06/2023,3/6/2023,374,1188
33,0,0,0,1,0,0,0,0,0,system,moog system 15 ,qbueno,Barcelona,03/10/2020,28/06/2023,3/6/2023,7142,650
34,0,0,0,1,0,0,0,0,0,yamaha,tg 500 yamaha ,gato737,Barcelona,21/07/2022,28/06/2023,3/6/2023,2096,588
35,0,0,0,1,0,0,0,0,0,roland,roland tb3 ,trocol,Madrid,27/05/2023,29/06/2023,3/6/2023,70,659
36,0,0,0,1,0,0,0,0,0,eurorack,sintetizador modular endorphines shuttle system eurorack nuevo ,Albornozz,Madrid,20/02/2023,27/06/2023,3/6/2023,678,961
37,0,0,0,1,0,0,0,0,0,korg,korg n5 fallo iluminación pantalla ,otro_yo,Madrid,31/03/2023,29/06/2023,3/6/2023,372,779
38,0,0,0,1,0,0,0,0,0,roland,roland fantom 7 ,raul,Cádiz,13/05/2023,27/06/2023,3/6/2023,309,436
39,0,0,0,1,0,0,0,0,0,yamaha,yamaha modx8 - excelente estado ,Ckult,Málaga,27/05/2023,25/07/2023,3/6/2023,200,515
40,0,0,0,1,0,0,0,0,0,korg,korg drumlogue ,Storm,Bizkaia,24/01/2023,28/06/2023,3/6/2023,902,533
41,0,0,0,1,0,0,0,0,0,studio,fatar studio 49 ,Davo,Madrid,13/05/2023,27/06/2023,3/6/2023,188,394
42,0,0,0,1,0,0,0,0,0,korg,korg prologue 8 polyphonic analogue synthesizer ,cheicon,Cádiz,20/05/2023,18/07/2023,3/6/2023,440,729
43,0,0,1,0,0,0,0,0,0,-,kaoss pad 2 - delay stereo y más ,Pablo M. - Sullibass,Zaragoza,05/04/2023,28/06/2023,3/6/2023,513,1704
44,0,0,0,1,0,0,0,0,0,-,leslie 147 autónomo ,windbass,Zaragoza,27/05/2023,25/07/2023,3/6/2023,114,859
